N06421D
204.0
156.0
180.0
144.0
228.0
168.0
120.0
216.0
48.0
96.0
120.0
72.0
156.0
132.0
192.0
156.0
180.0
144.0
132.0
108.0
132.0
84.0
132.0
132.0
96.0
144.0
132.0
72.0
36.0
84.0
96.0
12.0
72.0
24.0
108.0
108.0
144.0
96.0
36.0
60.0
96.0
36.0
36.0
72.0
60.0
102.0
144.0
144.0
60.0
78.0
42.0
36.0
78.0
90.0
120.0
24.0
132.0
72.0
108.0
60.0
60.0
48.0
48.0
24.0
60.0
60.0
72.0
12.0
96.0
60.0
72.0
24.0
60.0
84.0
24.0
36.0
36.0
48.0
84.0
72.0
48.0
108.0
36.0
24.0
96.0
84.0
84.0
48.0
72.0
36.0
60.0
60.0
60.0
162.0
60.0
180.0
156.0
180.0
108.0
108.0
96.0
108.0
48.0
120.0
120.0
120.0
252.0
216.0
156.0
204.0
192.0
192.0
240.0
204.0
216.0
204.0
276.0
264.0
300.0
240.0
240.0
312.0
168.0
192.0
264.0
300.0
276.0
192.0
300.0
264.0
204.0
240.0
348.0
240.0
276.0
252.0
252.0
300.0
216.0
300.0
336.0
240.0
348.0
324.0
288.0
264.0
432.0
216.0
240.0
216.0
360.0
420.0
312.0
300.0
324.0
288.0
396.0
408.0
336.0
312.0
372.0
336.0
528.0
348.0
312.0
300.0
360.0
480.0
408.0
432.0
480.0
264.0
372.0
390.0
624.0
492.0
468.0
468.0
456.0
528.0
600.0
528.0
420.0
372.0
396.0
324.0
408.0
408.0
360.0
240.0
396.0
276.0
324.0
276.0
384.0
408.0
276.0
288.0
276.0
240.0
360.0
252.0
348.0
396.0
312.0
372.0
312.0
240.0
288.0
204.0
288.0
192.0
312.0
276.0
276.0
252.0
336.0
324.0
276.0
240.0
252.0
336.0
288.0
312.0
264.0
300.0
252.0
384.0
264.0
348.0
264.0
300.0
252.0
324.0
420.0
384.0
288.0
372.0
408.0
348.0
228.0
240.0
252.0
300.0
240.0
192.0
264.0
300.0
264.0
312.0
216.0
204.0
288.0
336.0
336.0
180.0
276.0
264.0
312.0
324.0
252.0
324.0
240.0
228.0
204.0
240.0
240.0
276.0
228.0
192.0
276.0
264.0
216.0
204.0
228.0
168.0
156.0
216.0
168.0
288.0
156.0
288.0
180.0
144.0
180.0
228.0
168.0
216.0
156.0
156.0
204.0
216.0
132.0
216.0
216.0
264.0
312.0
132.0
132.0
144.0
108.0
96.0
132.0
60.0
156.0
168.0
36.0
156.0
144.0
36.0
144.0
132.0
120.0
84.0
108.0
144.0
84.0
144.0
84.0
96.0
96.0
36.0
108.0
96.0
36.0
84.0
72.0
96.0
72.0
72.0
132.0
132.0
132.0
78.0
36.0
72.0
108.0
102.0
102.0
42.0
48.0
78.0
84.0
60.0
48.0
60.0
24.0
48.0
96.0
96.0
84.0
96.0
84.0
108.0
84.0
24.0
72.0
60.0
12.0
48.0
48.0
48.0
84.0
12.0
72.0
36.0
60.0
72.0
36.0
0.0
48.0
60.0
72.0
24.0
48.0
24.0
48.0
48.0
36.0
36.0
36.0
36.0
72.0
168.0
84.0
120.0
60.0
48.0
84.0
84.0
36.0
84.0
60.0
120.0
120.0
108.0
120.0
60.0
168.0
96.0
96.0
108.0
84.0
72.0
168.0
96.0
132.0
120.0
204.0
192.0
108.0
72.0
96.0
228.0
108.0
156.0
276.0
276.0
180.0
240.0
228.0
228.0
276.0
144.0
132.0
204.0
168.0
216.0
288.0
204.0
384.0
372.0
312.0
324.0
300.0
312.0
264.0
444.0
420.0
384.0
348.0
444.0
348.0
348.0
396.0
324.0
444.0
300.0
432.0
384.0
276.0
264.0
336.0
348.0
336.0
408.0
264.0
216.0
336.0
384.0
240.0
300.0
156.0
456.0
276.0
408.0
444.0
396.0
348.0
384.0
504.0
360.0
372.0
540.0
348.0
336.0
408.0
396.0
396.0
216.0
336.0
288.0
276.0
276.0
288.0
192.0
240.0
336.0
324.0
396.0
396.0
372.0
204.0
444.0
432.0
240.0
336.0
276.0
156.0
204.0
264.0
216.0
252.0
252.0
252.0
384.0
456.0
216.0
288.0
192.0
264.0
348.0
168.0
288.0
300.0
264.0
240.0
336.0
144.0
312.0
228.0
276.0
240.0
300.0
384.0
228.0
300.0
192.0
276.0
252.0
312.0
144.0
252.0
96.0
168.0
144.0
312.0
120.0
144.0
192.0
192.0
156.0
180.0
252.0
252.0
228.0
180.0
168.0
156.0
180.0
132.0
192.0
144.0
96.0
156.0
168.0
132.0
192.0
180.0
192.0
144.0
240.0
108.0
156.0
156.0
132.0
84.0
120.0
156.0
132.0
48.0
132.0
144.0
96.0
84.0
108.0
108.0
96.0
84.0
96.0
96.0
96.0
72.0
72.0
72.0
96.0
120.0
120.0
120.0
120.0
120.0
60.0
60.0
60.0
60.0
60.0
60.0
66.0
72.0
72.0
84.0
90.0
90.0
102.0
60.0
78.0
108.0
60.0
12.0
44.0
60.0
32.0
18.0
12.0
0.0
12.0
12.0
12.0
0.0
0.0
12.0
12.0
84.0
66.0
42.0
30.0
36.0
24.0
60.0
24.0
12.0
36.0
12.0
0.0
12.0
0.0
36.0
12.0
72.0
12.0
12.0
12.0
24.0
12.0
12.0
0.0
12.0
48.0
48.0
24.0
12.0
84.0
36.0
60.0
36.0
48.0
84.0
96.0
132.0
60.0
156.0
180.0
180.0
120.0
192.0
180.0
216.0
216.0
216.0
366.0
660.0
768.0
528.0
540.0
660.0
780.0
804.0
672.0
768.0
648.0
816.0
948.0
1056.0
576.0
852.0
756.0
1188.0
912.0
948.0
672.0
672.0
636.0
636.0
720.0
516.0
612.0
720.0
468.0
216.0
378.0
558.0
552.0
534.0
540.0
588.0
636.0
558.0
480.0
612.0
648.0
564.0
552.0
534.0
536.0
486.0
508.0
438.0
312.0
450.0
436.0
312.0
168.0
336.0
288.0
372.0
384.0
324.0
480.0
372.0
336.0
276.0
372.0
240.0
234.0
288.0
300.0
282.0
348.0
348.0
318.0
300.0
258.0
258.0
282.0
294.0
318.0
276.0
270.0
360.0
354.0
318.0
330.0
312.0
342.0
414.0
372.0
306.0
378.0
456.0
336.0
456.0
400.0
420.0
276.0
360.0
330.0
408.0
288.0
324.0
276.0
300.0
312.0
336.0
372.0
348.0
336.0
432.0
294.0
360.0
372.0
336.0
264.0
264.0
288.0
240.0
312.0
324.0
306.0
360.0
210.0
180.0
372.0
360.0
348.0
216.0
324.0
360.0
360.0
288.0
402.0
420.0
264.0
300.0
324.0
312.0
318.0
396.0
288.0
348.0
342.0
300.0
354.0
360.0
348.0
372.0
384.0
252.0
258.0
192.0
324.0
408.0
270.0
348.0
264.0
228.0
288.0
384.0
234.0
216.0
246.0
252.0
276.0
252.0
270.0
288.0
138.0
144.0
234.0
228.0
180.0
204.0
168.0
144.0
180.0
156.0
192.0
192.0
102.0
120.0
126.0
96.0
138.0
108.0
150.0
204.0
144.0
144.0
156.0
156.0
120.0
144.0
108.0
96.0
108.0
132.0
180.0
180.0
90.0
60.0
84.0
84.0
102.0
132.0
96.0
96.0
66.0
36.0
60.0
60.0
96.0
60.0
48.0
24.0
24.0
24.0
18.0
36.0
54.0
54.0
32.0
60.0
36.0
72.0
60.0
24.0
48.0
60.0
24.0
0.0
30.0
48.0
12.0
12.0
0.0
0.0
12.0
24.0
30.0
60.0
36.0
12.0
30.0
48.0
24.0
0.0
18.0
12.0
30.0
48.0
36.0
24.0
6.0
0.0
6.0
12.0
42.0
48.0
30.0
36.0
12.0
12.0
42.0
60.0
12.0
24.0
18.0
12.0
0.0
0.0
18.0
24.0
54.0
36.0
72.0
72.0
102.0
144.0
96.0
120.0
126.0
108.0
162.0
168.0
270.0
288.0
288.0
288.0
432.0
576.0
768.0
804.0
738.0
732.0
756.0
744.0
804.0
792.0
618.0
528.0
876.0
1092.0
876.0
900.0
858.0
948.0
990.0
804.0
684.0
708.0
606.0
480.0
660.0
684.0
714.0
780.0
588.0
648.0
552.0
492.0
912.0
1092.0
582.0
552.0
762.0
960.0
516.0
492.0
558.0
528.0
360.0
420.0
336.0
336.0
324.0
336.0
408.0
372.0
306.0
384.0
324.0
300.0
282.0
276.0
372.0
420.0
246.0
204.0
378.0
432.0
306.0
288.0
318.0
276.0
384.0
396.0
360.0
240.0
222.0
168.0
330.0
324.0
330.0
348.0
294.0
252.0
312.0
354.0
336.0
342.0
348.0
330.0
336.0
354.0
306.0
354.0
372.0
246.0
300.0
384.0
426.0
324.0
252.0
336.0
336.0
264.0
270.0
264.0
318.0
348.0
306.0
342.0
360.0
348.0
330.0
294.0
342.0
408.0
378.0
300.0
222.0
258.0
348.0
330.0
306.0
330.0
348.0
294.0
324.0
348.0
366.0
384.0
366.0
402.0
444.0
396.0
366.0
408.0
354.0
402.0
432.0
348.0
408.0
492.0
486.0
546.0
522.0
426.0
534.0
540.0
492.0
618.0
630.0
582.0
486.0
438.0
408.0
366.0
