N06411H
576.0
648.0
528.0
552.0
552.0
696.0
588.0
552.0
600.0
708.0
408.0
420.0
468.0
372.0
372.0
408.0
384.0
408.0
324.0
300.0
276.0
408.0
240.0
384.0
324.0
324.0
372.0
288.0
288.0
360.0
192.0
264.0
312.0
204.0
276.0
336.0
276.0
300.0
240.0
204.0
288.0
192.0
192.0
108.0
312.0
288.0
264.0
264.0
264.0
180.0
192.0
132.0
204.0
204.0
192.0
144.0
276.0
204.0
288.0
264.0
228.0
216.0
228.0
192.0
252.0
228.0
348.0
132.0
156.0
228.0
132.0
156.0
264.0
132.0
108.0
120.0
132.0
192.0
180.0
264.0
180.0
276.0
216.0
228.0
204.0
228.0
204.0
192.0
204.0
192.0
228.0
228.0
228.0
246.0
312.0
288.0
252.0
252.0
240.0
312.0
336.0
276.0
252.0
300.0
252.0
276.0
396.0
360.0
336.0
408.0
300.0
300.0
408.0
384.0
516.0
324.0
636.0
480.0
624.0
492.0
456.0
408.0
504.0
432.0
540.0
648.0
456.0
348.0
564.0
480.0
480.0
504.0
708.0
408.0
768.0
768.0
564.0
732.0
600.0
480.0
552.0
792.0
672.0
768.0
804.0
804.0
600.0
588.0
624.0
840.0
816.0
768.0
756.0
684.0
804.0
864.0
876.0
924.0
852.0
888.0
744.0
756.0
876.0
852.0
900.0
840.0
756.0
1104.0
816.0
912.0
936.0
732.0
1104.0
1104.0
900.0
1056.0
1200.0
1128.0
1236.0
1116.0
1008.0
1212.0
1224.0
1092.0
1188.0
912.0
840.0
876.0
804.0
804.0
876.0
840.0
720.0
792.0
696.0
864.0
660.0
684.0
876.0
768.0
984.0
852.0
816.0
828.0
636.0
708.0
744.0
780.0
768.0
672.0
636.0
768.0
888.0
684.0
600.0
1020.0
756.0
708.0
1020.0
720.0
948.0
744.0
720.0
792.0
804.0
684.0
636.0
792.0
744.0
636.0
684.0
804.0
744.0
816.0
864.0
852.0
744.0
684.0
804.0
840.0
840.0
720.0
684.0
876.0
768.0
768.0
696.0
696.0
876.0
804.0
732.0
816.0
720.0
816.0
792.0
744.0
732.0
684.0
684.0
780.0
456.0
636.0
696.0
528.0
468.0
660.0
600.0
672.0
540.0
516.0
540.0
540.0
420.0
732.0
588.0
420.0
516.0
780.0
684.0
588.0
744.0
528.0
672.0
528.0
636.0
564.0
600.0
624.0
552.0
540.0
588.0
636.0
468.0
648.0
588.0
576.0
516.0
732.0
564.0
564.0
408.0
480.0
660.0
456.0
564.0
492.0
348.0
492.0
372.0
480.0
396.0
360.0
444.0
360.0
396.0
432.0
432.0
408.0
360.0
468.0
312.0
300.0
348.0
300.0
276.0
276.0
252.0
372.0
312.0
384.0
420.0
372.0
372.0
306.0
300.0
282.0
264.0
240.0
294.0
288.0
288.0
282.0
252.0
168.0
324.0
252.0
276.0
192.0
252.0
264.0
264.0
240.0
192.0
192.0
204.0
132.0
132.0
180.0
216.0
132.0
192.0
180.0
252.0
84.0
156.0
180.0
156.0
168.0
168.0
144.0
192.0
180.0
228.0
120.0
