N31111S
84.0
48.0
84.0
48.0
60.0
36.0
36.0
36.0
36.0
72.0
48.0
24.0
108.0
72.0
72.0
60.0
132.0
72.0
12.0
48.0
36.0
36.0
48.0
36.0
60.0
12.0
48.0
0.0
12.0
48.0
12.0
48.0
36.0
0.0
0.0
24.0
24.0
0.0
12.0
30.0
24.0
24.0
12.0
48.0
12.0
36.0
60.0
60.0
0.0
0.0
0.0
18.0
6.0
30.0
24.0
0.0
12.0
48.0
12.0
12.0
0.0
12.0
0.0
0.0
12.0
0.0
0.0
0.0
0.0
0.0
36.0
0.0
0.0
24.0
0.0
0.0
12.0
12.0
12.0
36.0
24.0
84.0
12.0
12.0
24.0
0.0
36.0
12.0
0.0
24.0
12.0
12.0
12.0
42.0
24.0
60.0
24.0
0.0
36.0
12.0
24.0
48.0
72.0
24.0
36.0
12.0
60.0
72.0
72.0
36.0
72.0
72.0
72.0
72.0
60.0
84.0
48.0
36.0
108.0
72.0
84.0
84.0
60.0
24.0
48.0
156.0
96.0
24.0
48.0
108.0
120.0
120.0
132.0
96.0
156.0
108.0
168.0
168.0
108.0
60.0
120.0
132.0
84.0
144.0
84.0
144.0
168.0
108.0
60.0
120.0
132.0
120.0
96.0
96.0
132.0
180.0
108.0
216.0
108.0
144.0
180.0
108.0
132.0
180.0
168.0
156.0
120.0
168.0
180.0
204.0
120.0
180.0
144.0
180.0
288.0
120.0
228.0
432.0
300.0
252.0
156.0
288.0
156.0
180.0
156.0
132.0
108.0
72.0
144.0
72.0
144.0
132.0
168.0
144.0
216.0
144.0
144.0
96.0
252.0
96.0
108.0
144.0
144.0
132.0
156.0
216.0
72.0
180.0
144.0
132.0
84.0
72.0
144.0
120.0
180.0
144.0
228.0
48.0
96.0
60.0
252.0
84.0
144.0
168.0
192.0
180.0
204.0
180.0
60.0
132.0
132.0
96.0
132.0
168.0
192.0
180.0
60.0
192.0
84.0
120.0
48.0
96.0
180.0
96.0
168.0
204.0
60.0
168.0
108.0
144.0
108.0
96.0
156.0
60.0
84.0
96.0
144.0
108.0
204.0
108.0
132.0
168.0
48.0
84.0
96.0
156.0
84.0
84.0
108.0
48.0
84.0
60.0
84.0
60.0
132.0
72.0
60.0
12.0
108.0
60.0
60.0
96.0
84.0
84.0
96.0
84.0
48.0
84.0
72.0
96.0
0.0
60.0
48.0
72.0
36.0
120.0
84.0
84.0
60.0
12.0
36.0
12.0
60.0
24.0
24.0
24.0
0.0
84.0
36.0
36.0
12.0
24.0
48.0
30.0
36.0
42.0
0.0
60.0
12.0
12.0
36.0
12.0
12.0
24.0
0.0
48.0
12.0
24.0
48.0
24.0
60.0
12.0
12.0
18.0
36.0
42.0
48.0
42.0
12.0
12.0
30.0
30.0
48.0
0.0
24.0
24.0
48.0
12.0
0.0
12.0
48.0
36.0
0.0
36.0
24.0
24.0
0.0
12.0
36.0
0.0
12.0
24.0
12.0
36.0
0.0
12.0
36.0
12.0
0.0
36.0
24.0
12.0
24.0
0.0
0.0
12.0
0.0
0.0
24.0
24.0
24.0
