,N06421G
N06351L,0.018712243212103498
N06411H,0.03187220435066985
N06421A,0.02023857721805965
N06421D,0.03563271296686412
N06421E,0.01773039809656429
N06421F,0.0184215656650235
N06421G,0.0
N06431Y,0.03929187650618562
N31111S,0.020850797397473583
N31111U,0.015367771810567298
N31111W,0.04373973913256381
