,N06431Y
N06351L,0.041230080751424696
N06411H,0.03631129306239999
N06421A,0.0
N06421D,0.034388971267538565
N06421E,0.024937174406390483
N06421F,0.0672971068540078
N06421G,0.020517216479950775
N06431Y,0.0
N31111S,0.022797235585323622
N31111U,0.0
N31111W,0.028716971066737186
