,N06421D
N06351L,0.041277969214543866
N06411H,0.03156075136592671
N06421A,0.01329536800355906
N06421D,0.0
N06421E,0.0
N06421F,0.0389058401453689
N06421G,0.030906463247033077
N06431Y,0.024703955089588173
N31111S,0.0
N31111U,0.01766250139799005
N31111W,0.027194067773361627
