,N06411H
N06351L,0.028573147643162197
N06411H,0.0
N06421A,0.007668273863556284
N06421D,0.02918192933646434
N06421E,0.01317125945826316
N06421F,0.04096342060675265
N06421G,0.034534673592234805
N06431Y,0.04420916200623553
N31111S,0.021819269524358153
N31111U,0.006858060441284927
N31111W,0.04501007466907296
