,N06421E
N06351L,0.015394388476261721
N06411H,0.033008304551381575
N06421A,0.0
N06421D,0.024191866481445837
N06421E,0.0
N06421F,0.01795402621784908
N06421G,0.013219020892475142
N06431Y,0.014834972328148456
N31111S,0.023061648385940162
N31111U,0.011217941125278512
N31111W,0.012710155088475186
