,N31111W
N06351L,0.02780519874414387
N06411H,0.03085367953707692
N06421A,0.02533278341363263
N06421D,0.03462517993160458
N06421E,0.0
N06421F,0.015815460543677815
N06421G,0.0375910913611165
N06431Y,0.016294811485135285
N31111S,0.022919696601815597
N31111U,0.017130841318216627
N31111W,0.0
