,N06421F
N06351L,0.039125295408672295
N06411H,0.021610593892951124
N06421A,0.0
N06421D,0.02420828870132152
N06421E,0.021620990889386616
N06421F,0.0
N06421G,0.015511869432503994
N06431Y,0.05822138176028493
N31111S,0.02211190741209946
N31111U,0.0
N31111W,0.03160739298141311
