,cd
M_0038_0037,0.034876560727114383
M_0037_0038,0.09139124154040067
M_0037_0779_0039_U,0.04441351984879942
M_0191_0038,0.052178208433463324
M_0038_0191,0.05518690898053609
M_0039_0038,0.0975776649595215
M_0191_0852,0.05138578283634811
M_0852_0191,0.05847252299890305
M_0308_0011,0.03412707694599672
M_0011_0308,0.06919710132728582
M_0821_0190,0.07271048752154377
M_0323_0032,0.005806637589417227
M_0821_0159,0.08411804863897224
M_0032_0323,0.08162774108752256
M_0015_0159,0.048141393028746614
M_0108_0478_0479,0.0
