,cd
M_0852_0191,0.04492804284429864
M_0191_0852,0.029166220821441716
M_0191_0038,0.026017190523046102
M_0038_0191,0.03004655094731074
M_0037_0779_0039_U,0.0
M_0037_0038,0.05198756064850527
M_0821_0190,0.025668328482856526
M_0038_0037,0.045975581799748554
M_0821_0159,0.04722635048344193
M_0308_0011,0.020073480130457934
M_0011_0308,0.021619785795207833
M_0015_0159,0.03323537287544223
M_0039_0038,0.025389801895774278
M_0323_0032,0.011584145071122695
M_0032_0323,0.035645225862638255
M_0108_0478_0479,0.01684565658811737
