,N06421F
N06351L,0.018583927102808352
N06411H,0.030680674017182507
N06421A,0.0
N06421D,0.02277009318120783
N06421E,0.0055924613402916655
N06421F,0.0
N06421G,0.01320944980920781
N06431Y,0.028952968871959577
N31111S,0.010814122188698021
N31111U,0.0
N31111W,0.0062186760367976815
