,N06411H
N06351L,0.005931346742923113
N06411H,0.0
N06421A,0.008261802420924046
N06421D,0.02352952289111019
N06421E,0.016960969929403245
N06421F,0.035824253658151214
N06421G,0.024712840612356176
N06431Y,0.027580114199853754
N31111S,0.01873563287900236
N31111U,0.008074373569138059
N31111W,0.02004806277233456
