,N06421G
N06351L,0.05208838524877345
N06411H,0.054581817601614284
N06421A,0.010393329696157973
N06421D,0.01688375840351336
N06421E,0.01821728242556021
N06421F,0.03317631432965231
N06421G,0.0
N06431Y,0.03245870351578104
N31111S,0.02420060432800696
N31111U,0.015427851028460754
N31111W,0.02208554323874471
