,N06351L
N06351L,0.0
N06411H,0.07692323632518609
N06421A,0.0
N06421D,0.02630490397340571
N06421E,0.01797512966029237
N06421F,0.03117580939261132
N06421G,0.027816209098975548
N06431Y,0.03355844594248251
N31111S,0.025856360807532303
N31111U,0.0
N31111W,0.02373954500732508
