,N31111S
N06351L,0.029315932613144385
N06411H,0.02800053306564841
N06421A,0.0
N06421D,0.015997127990354403
N06421E,0.043741462090184334
N06421F,0.01847902246251959
N06421G,0.027730098485004514
N06431Y,0.01775282931700272
N31111S,0.0
N31111U,0.0
N31111W,0.061180838952770475
