,N06421E
N06351L,0.03503933725215016
N06411H,0.034660083833103754
N06421A,0.0
N06421D,0.0196126518188655
N06421E,0.0
N06421F,0.016603949064853494
N06421G,0.04079931259410075
N06431Y,0.02830297744776068
N31111S,0.040187203451472864
N31111U,0.016428305200354505
N31111W,0.03452475251626675
