,N06431Y
N06351L,0.03203625407388479
N06411H,0.04334405646973779
N06421A,0.0
N06421D,0.04784269297609854
N06421E,0.014410382183777208
N06421F,0.04823166707858917
N06421G,0.03380236329011148
N06431Y,0.0
N31111S,0.017627465182408396
N31111U,0.0
N31111W,0.026025814660965867
