,cd
M_0852_0191,0.01818332599231355
M_0191_0852,0.05562541172126286
M_0191_0038,0.016078755059073944
M_0038_0191,0.024743506108929968
M_0037_0779_0039_U,0.0
M_0037_0038,0.009457424585788372
M_0821_0190,0.03965297100619127
M_0038_0037,0.015165764665715063
M_0821_0159,0.01519033469501835
M_0308_0011,0.00763964018220109
M_0011_0308,0.02966880860334276
M_0015_0159,0.02469257302300163
M_0039_0038,0.04452643062018111
M_0323_0032,0.005379488858015816
M_0032_0323,0.026084377159674536
M_0108_0478_0479,0.00639034019217598
