,cd
M_0038_0037,0.011784614055566453
M_0037_0038,0.007944666648892111
M_0037_0779_0039_U,0.022339897303563547
M_0191_0038,0.013018754790011909
M_0038_0191,0.03340148240847335
M_0039_0038,0.029896591754277363
M_0191_0852,0.02725997596212472
M_0852_0191,0.012040639520780211
M_0308_0011,0.015178085581796886
M_0011_0308,0.034740481509553375
M_0821_0190,0.022917962309131838
M_0323_0032,0.0029992860830755238
M_0821_0159,0.01042873493423099
M_0032_0323,0.01895917786104098
M_0015_0159,0.01382659010835122
M_0108_0478_0479,0.0
