,cd
M_0108_0478_0479,0.004754807720120944
M_0308_0011,0.005625952663159893
M_0011_0308,0.017435329054677175
M_0323_0032,0.006044593211208639
M_0032_0323,0.009984265269062974
M_0039_0038,0.01970732591511817
M_0191_0852,0.019688232411442776
M_0852_0191,0.009151044942159329
M_0015_0159,0.0
M_0038_0037,0.015569898606132466
M_0037_0038,0.0059345236819638
M_0037_0779_0039_U,0.013252267162741442
M_0191_0038,0.01675491828528104
M_0821_0159,0.007040210700348028
M_0038_0191,0.008959446065015905
M_0821_0190,0.022819186859622746
