,cd
M_0038_0037,0.01720083288500132
M_0037_0038,0.007377392638433638
M_0037_0779_0039_U,0.03654087621255684
M_0191_0038,0.021765616818364603
M_0038_0191,0.0696267832155959
M_0039_0038,0.061586804623359935
M_0191_0852,0.03786458950280124
M_0852_0191,0.018581570630637922
M_0308_0011,0.029461312319123644
M_0011_0308,0.05463691729465001
M_0821_0190,0.04022574493834846
M_0323_0032,0.0014524268168428726
M_0821_0159,0.007302745049625293
M_0032_0323,0.01974210576082962
M_0015_0159,0.025076628986337588
M_0108_0478_0479,0.0
