unixtime,latitude,longitude,speed
1202497201680,37.6415725582,-122.0917636588,64.356
1202497204687,37.6408859968,-122.0912772571,64.576
1202497208684,37.6399657480,-122.0906316832,64.699
1202497211685,37.6392868979,-122.0901451139,64.491
1202497214687,37.6386199501,-122.0896474805,64.176
1202497218679,37.6377202370,-122.0890034991,63.782
1202497222684,37.6368389640,-122.0883817297,63.137
1202497226679,37.6359643966,-122.0877606309,62.785
1202497230685,37.6351008932,-122.0871407056,62.603
1202497234683,37.6342414970,-122.0865190201,62.725
1202497238675,37.6333521775,-122.0858886174,63.358
1202497241685,37.6326734950,-122.0854073287,63.937
1202497245671,37.6317722731,-122.0847532052,64.539
1202497248687,37.6310998771,-122.0842476928,64.977
1202497251687,37.6304155788,-122.0837482154,65.587
1202497255684,37.6294899656,-122.0830836984,66.105
1202497259685,37.6285509413,-122.0824020823,66.456
1202497262685,37.6278357138,-122.0818790517,66.423
1202497265685,37.6271405190,-122.0813718629,65.611
1202497268687,37.6264502695,-122.0808860480,64.670
1202497272674,37.6255824914,-122.0802538851,63.233
1202497276683,37.6247573772,-122.0796565909,62.013
1202497280681,37.6239004956,-122.0790536809,62.102
1202497284673,37.6230303705,-122.0784310733,62.255
1202497287673,37.6223719723,-122.0779738407,62.538
1202497291677,37.6214740193,-122.0773471260,63.109
1202497294685,37.6208035511,-122.0768663402,63.554
1202497298678,37.6199187578,-122.0762114624,63.856
1202497301679,37.6192489601,-122.0757102248,64.164
1202497305678,37.6183380153,-122.0750586997,64.502
1202497308681,37.6176610930,-122.0745658440,64.667
1202497312675,37.6167425206,-122.0739144027,64.889
1202497315679,37.6160614074,-122.0734212955,64.710
1202497318681,37.6153878379,-122.0729405097,64.343
1202497322680,37.6144910584,-122.0722880626,64.085
1202497325687,37.6138174889,-122.0718042594,63.846
1202497329682,37.6129328632,-122.0711731861,63.341
1202497333676,37.6120457229,-122.0705488184,63.103
1202497337671,37.6111569063,-122.0699283063,62.855
1202497340675,37.6104918025,-122.0694533041,62.421
1202497344671,37.6096451468,-122.0688160282,61.424
1202497347675,37.6090035123,-122.0683521739,60.708
1202497350679,37.6083645601,-122.0679041613,59.974
1202497354680,37.6075831994,-122.0673189370,58.912
1202497358676,37.6067810515,-122.0667742812,58.799
1202497362682,37.6059716953,-122.0662070780,59.325
1202497366664,37.6050973793,-122.0656242007,60.760
1202497369667,37.6044379752,-122.0651563230,61.585
1202497373675,37.6035679340,-122.0645218970,62.203
1202497376675,37.6028992260,-122.0640539355,62.812
1202497380666,37.6020122533,-122.0634243710,63.200
1202497383667,37.6013417014,-122.0629626122,63.177
1202497386667,37.6006900924,-122.0624907112,62.969
1202497389668,37.6000259945,-122.0620164633,63.028
1202497392675,37.5993577894,-122.0615417125,63.053
1202497396677,37.5985026680,-122.0609545604,62.546
1202497400674,37.5976081516,-122.0603165302,63.274
1202497404669,37.5966855559,-122.0596672682,63.975
1202497407677,37.5960092204,-122.0591723170,64.145
1202497411678,37.5951110160,-122.0585226359,64.275
1202497415672,37.5942124763,-122.0578839351,64.506
1202497418673,37.5935415890,-122.0573957733,64.718
1202497421676,37.5928594700,-122.0569102936,65.071
1202497425670,37.5919401432,-122.0562441840,65.513
1202497428671,37.5912402546,-122.0557518312,65.846
1202497432671,37.5903172397,-122.0550784294,65.887
1202497435672,37.5896347854,-122.0545693966,65.827
1202497439664,37.5887007065,-122.0539213081,65.810
1202497442667,37.5880326691,-122.0534253511,65.255
1202497445669,37.5873244823,-122.0529496782,65.310
1202497449664,37.5864226737,-122.0522962253,64.754
1202497452674,37.5857446618,-122.0518002683,64.297
1202497456676,37.5848498102,-122.0511502519,63.671
1202497460662,37.5839522763,-122.0505705597,62.999
1202497463672,37.5832821434,-122.0501837351,62.381
1202497467669,37.5823739646,-122.0497246584,62.027
1202497471668,37.5814442442,-122.0493184715,62.167
1202497474673,37.5807157733,-122.0489987020,63.082
1202497478669,37.5797245298,-122.0486337541,63.663
1202497482678,37.5787556660,-122.0483372025,63.490
1202497486671,37.5777789232,-122.0480154213,65.395
1202497490673,37.5767124940,-122.0476801453,66.556
1202497494671,37.5756419578,-122.0473182987,67.250
1202497497671,37.5748645365,-122.0470709489,67.002
1202497500671,37.5740927312,-122.0468242695,67.021
1202497504670,37.5730285652,-122.0464479222,67.175
1202497508671,37.5719934005,-122.0460596726,66.337
1202497512668,37.5710217707,-122.0456098160,65.611
1202497516658,37.5701065510,-122.0451074888,65.207
1202497519668,37.5694002083,-122.0446299719,65.005
1202497522668,37.5687200171,-122.0441307460,64.344
1202497525671,37.5680962361,-122.0435749422,63.393
1202497529659,37.5673137857,-122.0428043103,62.550
1202497532671,37.5667516117,-122.0422014002,61.959
1202497535674,37.5661956403,-122.0416042737,61.685
1202497539660,37.5654472204,-122.0408046404,61.987
1202497542664,37.5648758263,-122.0401859724,62.630
1202497546655,37.5640896879,-122.0393431723,63.449
1202497549657,37.5634891248,-122.0386948324,63.893
