unixtime,latitude,longitude,speed
1202497201754,37.6114823754,-122.0698117141,8.493
1202497205753,37.6115993029,-122.0698962037,8.516
1202497208753,37.6116886540,-122.0699613310,8.377
1202497211753,37.6117799329,-122.0700270451,8.110
1202497215751,37.6118991235,-122.0701179049,7.714
1202497218751,37.6119873849,-122.0701842896,7.162
1202497221754,37.6120413643,-122.0702225110,6.006
1202497225751,37.6120789991,-122.0702469862,5.094
1202497229758,37.6121302963,-122.0702809329,4.964
1202497232763,37.6121888858,-122.0703212498,5.063
1202497236750,37.6122824278,-122.0703850361,5.161
1202497239759,37.6123458788,-122.0704219164,4.929
1202497243754,37.6124159514,-122.0704689389,4.555
1202497247749,37.6124637283,-122.0704976888,3.928
1202497250751,37.6124902989,-122.0705162966,3.590
1202497254750,37.6125281013,-122.0705462200,3.501
1202497258749,37.6125790632,-122.0705834356,3.650
1202497261750,37.6126235711,-122.0706159574,3.712
1202497264750,37.6126677437,-122.0706471381,3.625
1202497268759,37.6127273390,-122.0706878741,3.353
1202497272748,37.6127790554,-122.0707252574,2.801
1202497276746,37.6127999263,-122.0707389199,1.840
1202497279760,37.6128021056,-122.0707390037,1.182
1202497283746,37.6128035305,-122.0707393390,0.837
1202497287744,37.6128042849,-122.0707398419,0.684
1202497290746,37.6128047878,-122.0707400095,0.715
1202497293746,37.6128259940,-122.0707554322,1.183
1202497296748,37.6128581805,-122.0707781472,1.395
1202497299754,37.6128633773,-122.0707814999,1.013
1202497303747,37.6128827395,-122.0707946595,0.954
1202497306747,37.6128843320,-122.0707954977,0.624
1202497309747,37.6128854217,-122.0707962521,0.373
1202497312747,37.6128860084,-122.0707971741,0.199
1202497315756,37.6128864275,-122.0707978446,0.174
1202497319747,37.6128866790,-122.0707980123,0.193
1202497322758,37.6128865951,-122.0707977608,0.259
1202497326748,37.6128867628,-122.0707978446,0.340
1202497330748,37.6129124952,-122.0708149437,0.736
1202497334748,37.6129230564,-122.0708229903,0.505
1202497338757,37.6129252357,-122.0708236609,0.367
1202497341758,37.6129260739,-122.0708241638,0.304
1202497345745,37.6129262415,-122.0708243314,0.259
1202497348758,37.6129280017,-122.0708252535,0.255
1202497351758,37.6129299296,-122.0708278518,0.308
1202497355746,37.6129414966,-122.0708321266,0.600
1202497358757,37.6129486212,-122.0708320428,0.782
1202497362745,37.6129485374,-122.0708327133,1.056
1202497365757,37.6129642115,-122.0708415982,1.748
1202497369745,37.6130094738,-122.0708749581,2.588
1202497372745,37.6130482820,-122.0709042948,3.131
1202497375747,37.6130901915,-122.0709356431,3.570
1202497379744,37.6131502897,-122.0709792290,4.055
1202497383743,37.6132040177,-122.0710219766,4.533
1202497386743,37.6132425744,-122.0710499722,5.258
1202497389747,37.6132848192,-122.0710824940,6.440
1202497393743,37.6134133975,-122.0711747787,8.692
1202497396746,37.6135371144,-122.0712623695,10.567
1202497400742,37.6137304848,-122.0714018444,12.207
1202497403742,37.6138818619,-122.0715160897,13.410
1202497406742,37.6140461472,-122.0716333524,14.160
1202497409745,37.6141935010,-122.0717372880,14.269
1202497413754,37.6143851112,-122.0718713984,14.455
1202497417755,37.6145835108,-122.0720145612,14.948
1202497421741,37.6147886997,-122.0721635076,15.698
1202497425739,37.6150072997,-122.0723218417,16.772
1202497428740,37.6152066212,-122.0724642502,18.354
1202497431747,37.6154240477,-122.0726188124,19.926
1202497435744,37.6157292327,-122.0728369933,21.513
1202497439739,37.6160406203,-122.0730631369,22.931
1202497442740,37.6162947595,-122.0732466167,24.382
1202497446738,37.6166739566,-122.0735173521,25.977
1202497449739,37.6169743639,-122.0737331022,26.946
1202497452740,37.6172630366,-122.0739447452,27.295
1202497455742,37.6175554811,-122.0741507723,27.650
1202497458743,37.6178521165,-122.0743622476,28.014
1202497462738,37.6182311460,-122.0746348270,28.109
1202497465738,37.6185063238,-122.0748330589,28.497
1202497469740,37.6189405900,-122.0751422672,30.125
1202497473742,37.6193820647,-122.0754558341,31.108
1202497477738,37.6198294905,-122.0757751007,32.188
1202497480749,37.6201785967,-122.0760249651,33.305
