unixtime,latitude,longitude,speed
1202498826991,37.5997664071,-122.0633019115,22.376
1202498830973,37.5998520701,-122.0632554757,15.679
1202498833973,37.5999946462,-122.0631886720,11.162
1202498836982,37.6000438480,-122.0631911866,6.342
1202498840975,37.6000721788,-122.0631812121,3.490
1202498844985,37.6001012640,-122.0631766021,2.754
1202498848982,37.6001445146,-122.0631838105,2.247
1202498851985,37.6001582609,-122.0631870794,1.322
1202498855980,37.6001583447,-122.0631870794,0.740
1202498858981,37.6001582609,-122.0631873309,0.470
1202498861981,37.6001578418,-122.0631866603,0.304
1202498865973,37.6001610269,-122.0631890911,0.265
1202498868975,37.6001622004,-122.0631900131,0.178
1202498871981,37.6001676486,-122.0631916057,0.234
1202498875970,37.6001685706,-122.0631917733,0.168
1202498878982,37.6001693250,-122.0631920248,0.145
1202498882979,37.6001704146,-122.0631924439,0.120
1202498885980,37.6001745218,-122.0631937850,0.161
1202498889980,37.6001747732,-122.0631942041,0.127
1202498893982,37.6001746894,-122.0631951261,0.142
1202498897969,37.6001748571,-122.0631956290,0.157
1202498900982,37.6001899445,-122.0631994847,0.279
1202498904979,37.6001936325,-122.0632031727,0.200
1202498908970,37.6001943869,-122.0632045976,0.154
1202498911975,37.6001951412,-122.0632056034,0.128
1202498914979,37.6001963985,-122.0632061064,0.101
1202498917983,37.6001967338,-122.0632066093,0.059
1202498920989,37.6001965662,-122.0632068607,0.040
1202498924980,37.6001960633,-122.0632066931,0.033
1202498928976,37.6001956442,-122.0632067769,0.029
1202498931980,37.6001953089,-122.0632068607,0.027
1202498934980,37.6001947222,-122.0632070284,0.028
1202498938977,37.6001942192,-122.0632070284,0.022
1202498942976,37.6001940516,-122.0632068607,0.021
1202498945978,37.6001938840,-122.0632066931,0.025
1202498949977,37.6001936325,-122.0632067769,0.030
1202498952982,37.6001936325,-122.0632071122,0.036
1202498956980,37.6001912018,-122.0632068607,0.058
1202498960008,37.6001908665,-122.0632060225,0.058
1202498963980,37.6001902797,-122.0632048491,0.062
1202498967979,37.6001906988,-122.0632040109,0.060
1202498970982,37.6001918723,-122.0632042623,0.064
1202498973982,37.6001922914,-122.0632041785,0.056
1202498976982,37.6001932134,-122.0632039271,0.057
1202498979986,37.6001940516,-122.0632036756,0.049
1202498983980,37.6001946383,-122.0632034241,0.035
1202498986981,37.6001947222,-122.0632034241,0.025
1202498989982,37.6001947222,-122.0632033403,0.020
1202498993988,37.6001948898,-122.0632034241,0.019
1202498997980,37.6001953089,-122.0632035080,0.026
1202499000982,37.6001958956,-122.0632035918,0.034
1202499003982,37.6001964824,-122.0632035918,0.039
1202499006982,37.6001969014,-122.0632037594,0.039
1202499009983,37.6001974044,-122.0632039271,0.040
1202499013976,37.6001981587,-122.0632042623,0.036
1202499017981,37.6001987455,-122.0632045138,0.032
1202499020983,37.6001986616,-122.0632045976,0.022
1202499023983,37.6001986616,-122.0632047653,0.020
1202499027980,37.6001989969,-122.0632050167,0.023
1202499030982,37.6001993322,-122.0632051843,0.023
1202499034979,37.6001997513,-122.0632052682,0.023
1202499038971,37.6002000866,-122.0632052682,0.024
1202499041980,37.6002005057,-122.0632052682,0.026
1202499044980,37.6002007571,-122.0632053520,0.023
1202499047980,37.6002010086,-122.0632051843,0.020
1202499050980,37.6002010086,-122.0632052682,0.013
1202499054016,37.6002010086,-122.0632052682,0.010
1202499057973,37.6002009248,-122.0632051005,0.014
1202499060983,37.6002010086,-122.0632050167,0.025
1202499064980,37.6002014277,-122.0632056034,0.044
1202499067983,37.6002015115,-122.0632054358,0.061
1202499071974,37.6001975720,-122.0631994008,0.112
1202499074981,37.6001965662,-122.0631979759,0.125
1202499078974,37.6001953927,-122.0631943717,0.149
1202499081975,37.6001943869,-122.0631916895,0.162
1202499085980,37.6001926267,-122.0631902646,0.155
1202499089982,37.6001906150,-122.0631879176,0.157
1202499093980,37.6001901959,-122.0631868280,0.132
1202499096982,37.6001889386,-122.0631819665,0.159
1202499100985,37.6001903636,-122.0631809607,0.110
1202499104985,37.6001911179,-122.0631809607,0.077
1202499108969,37.6001914532,-122.0631817150,0.056
1202499111984,37.6001915370,-122.0631819665,0.039
1202499115972,37.6001917885,-122.0631826370,0.027
1202499118985,37.6001916209,-122.0631826370,0.021
1202499122976,37.6001911179,-122.0631825532,0.024
1202499125980,37.6001907827,-122.0631823856,0.029
1202499128982,37.6001905312,-122.0631823018,0.029
1202499132980,37.6001897768,-122.0631820503,0.033
1202499136979,37.6001891063,-122.0631823856,0.037
1202499140984,37.6001889386,-122.0631825532,0.030
1202499144972,37.6001883519,-122.0631826370,0.034
1202499147978,37.6001881005,-122.0631828885,0.031
1202499151977,37.6001874299,-122.0631826370,0.033
1202499155970,37.6001868432,-122.0631819665,0.029
1202499158970,37.6001867593,-122.0631815474,0.025
1202499161970,37.6001867593,-122.0631815474,0.017
1202499164975,37.6001868432,-122.0631817988,0.018
1202499167975,37.6001866755,-122.0631816312,0.014
1202499170975,37.6001866755,-122.0631817988,0.015
1202499174000,37.6001869270,-122.0631821341,0.022
1202499177971,37.6001862564,-122.0631823856,0.025
1202499180984,37.6001862564,-122.0631827209,0.026
1202499184982,37.6001864241,-122.0631832238,0.030
1202499188979,37.6001869270,-122.0631842296,0.035
1202499191979,37.6001869270,-122.0631844811,0.029
1202499195978,37.6001866755,-122.0631849840,0.029
1202499200012,37.6001865917,-122.0631854031,0.029
1202499203969,37.6001862564,-122.0631859060,0.028
1202499206969,37.6001861726,-122.0631863251,0.029
1202499209971,37.6001860888,-122.0631868280,0.030
1202499212972,37.6001862564,-122.0631874985,0.033
1202499216971,37.6001863403,-122.0631880853,0.031
1202499219976,37.6001863403,-122.0631882529,0.028
1202499222978,37.6001865079,-122.0631885882,0.030
1202499225979,37.6001865079,-122.0631889235,0.032
1202499229978,37.6001856697,-122.0631893426,0.039
1202499232978,37.6001849153,-122.0631897617,0.040
1202499235995,37.6001845801,-122.0631898455,0.035
1202499239972,37.6001843286,-122.0631897617,0.029
1202499242973,37.6001839095,-122.0631900969,0.031
1202499246972,37.6001836580,-122.0631903484,0.029
1202499249982,37.6001835742,-122.0631904322,0.024
1202499253982,37.6001830713,-122.0631905160,0.025
1202499257971,37.6001826522,-122.0631903484,0.026
1202499260973,37.6001822331,-122.0631903484,0.025
1202499263973,37.6001821493,-122.0631905160,0.020
1202499267972,37.6001818978,-122.0631904322,0.019
1202499270974,37.6001818140,-122.0631900969,0.018
1202499273975,37.6001817302,-122.0631900131,0.018
1202499276986,37.6001817302,-122.0631898455,0.020
1202499280994,37.6001814788,-122.0631895940,0.137
1202499284984,37.6001809758,-122.0631892587,0.395
1202499287984,37.6001805567,-122.0631890073,0.762
1202499290986,37.6001799700,-122.0631885882,1.224
1202499294972,37.6002334465,-122.0631923600,2.369
1202499297982,37.6002875936,-122.0631987303,2.854
1202499301967,37.6003429980,-122.0632079504,2.866
1202499304980,37.6003756036,-122.0632108002,2.683
1202499308972,37.6004239671,-122.0632106326,2.587
1202513769543,37.5999700034,-122.0632679648,1.437
1202513773543,37.6000037825,-122.0632634386,1.361
1202513811536,37.6000119129,-122.0632798671,0.646
1202513814581,37.6000117453,-122.0632802862,0.355
1202513818532,37.6000114938,-122.0632807053,0.160
1202513821533,37.6000114100,-122.0632809567,0.099
1202513824544,37.6000116615,-122.0632812082,0.045
1202513827562,37.6000119967,-122.0632814596,0.060
1202513830568,37.6000123320,-122.0632815435,0.081
1202513834544,37.6000127511,-122.0632780231,0.138
1202513837550,37.6000102365,-122.0632769334,0.178
1202513840553,37.6000099013,-122.0632781907,0.157
1202513844548,37.6000101527,-122.0632822140,0.200
1202513848546,37.6000130026,-122.0632872431,0.201
1202513851550,37.6000143437,-122.0632894224,0.159
1202513855534,37.6000152657,-122.0632909312,0.115
1202513859533,37.6000158524,-122.0632916017,0.082
1202513865533,37.6000166906,-122.0632916856,0.052
1202513868543,37.6000167744,-122.0632916017,0.031
1202513871544,37.6000169421,-122.0632915179,0.024
1202513875554,37.6000174450,-122.0632914341,0.025
1202513879558,37.6000180317,-122.0632912665,0.025
1202513883543,37.6000182832,-122.0632912665,0.022
1202513886544,37.6000187023,-122.0632911826,0.026
1202513889544,37.6000190375,-122.0632911826,0.024
1202513892544,37.6000192890,-122.0632910988,0.022
1202513895544,37.6000195404,-122.0632910988,0.022
1202513898560,37.6000197919,-122.0632910988,0.023
1202513902530,37.6000202110,-122.0632910988,0.024
1202513906523,37.6000206301,-122.0632910988,0.023
1202513909526,37.6000208815,-122.0632910988,0.024
1202513912544,37.6000210492,-122.0632910150,0.022
1202513916543,37.6000212168,-122.0632909312,0.020
1202513919543,37.6000214683,-122.0632908474,0.021
1202513922544,37.6000218874,-122.0632907635,0.024
1202513926547,37.6000222227,-122.0632906797,0.023
1202513930529,37.6000225579,-122.0632905959,0.024
1202513934530,37.6000230608,-122.0632905121,0.027
1202513938523,37.6000236476,-122.0632903445,0.029
1202513941530,37.6000241505,-122.0632903445,0.027
1202513945525,37.6000244858,-122.0632903445,0.022
1202513948529,37.6000245696,-122.0632903445,0.017
1202513951530,37.6000247372,-122.0632904283,0.015
1202513955529,37.6000249887,-122.0632904283,0.013
1202513958530,37.6000251563,-122.0632904283,0.012
1202513962520,37.6000252401,-122.0632905121,0.010
1202513965530,37.6000253240,-122.0632905121,0.010
1202513969528,37.6000254916,-122.0632904283,0.011
1202513972528,37.6000256592,-122.0632903445,0.012
1202513976526,37.6000258269,-122.0632902606,0.012
1202513979526,37.6000260783,-122.0632902606,0.014
1202513982531,37.6000262460,-122.0632900930,0.014
1202513986530,37.6000265812,-122.0632899254,0.015
1202513990534,37.6000268327,-122.0632900092,0.014
1202513994527,37.6000270842,-122.0632901768,0.013
1202513997533,37.6000272518,-122.0632902606,0.017
1202514000533,37.6000273356,-122.0632902606,0.021
1202514004532,37.6000275871,-122.0632905121,0.031
1202514007533,37.6000275871,-122.0632905959,0.040
1202514011532,37.6000224741,-122.0632936972,0.077
1202514014532,37.6000212168,-122.0632937810,0.074
1202514017532,37.6000212168,-122.0632953736,0.080
1202514020532,37.6000218874,-122.0632968823,0.081
1202514023532,37.6000227256,-122.0632980558,0.074
1202514031529,37.6000235638,-122.0632984749,0.050
1202514035519,37.6000238152,-122.0632982234,0.038
1202514038524,37.6000241505,-122.0632980558,0.032
1202514041544,37.6000242343,-122.0632978043,0.023
1202514045526,37.6000239829,-122.0632973852,0.022
1202514049528,37.6000241505,-122.0632971338,0.020
1202514052550,37.6000244019,-122.0632968823,0.023
1202514056523,37.6000246534,-122.0632963794,0.026
1202514059524,37.6000248210,-122.0632959603,0.030
1202514062526,37.6000249887,-122.0632957089,0.032
1202514066524,37.6000254916,-122.0632953736,0.047
1202514069525,37.6000262460,-122.0632952060,0.132
1202514072549,37.6000269165,-122.0632952898,0.263
1202514076522,37.6000274194,-122.0632953736,0.420
1202514080514,37.6000297664,-122.0632924399,0.634
1202514083527,37.6000388188,-122.0632556434,1.185
1202514087519,37.6000492962,-122.0632157455,1.480
1202514090526,37.6000461949,-122.0632033403,1.610
1202514093526,37.6000457758,-122.0632019992,1.774
1202514096527,37.6000858413,-122.0632056034,2.630
1202514100525,37.6002155093,-122.0632194336,3.666
1202514104518,37.6002209575,-122.0632184277,2.760
1202514107519,37.6002310158,-122.0632180925,3.187
1202514111518,37.6002695725,-122.0632476806,4.388
1202514115518,37.6004019227,-122.0632822978,6.428
1202514118518,37.6004579976,-122.0632870755,7.590
1202514122518,37.6005218677,-122.0634014046,9.859
1202514126517,37.6005027570,-122.0637169832,12.706
1202514130519,37.6004706543,-122.0641241759,14.500
1202514133520,37.6004453410,-122.0643983478,14.331
1202514137517,37.6004279066,-122.0646015251,12.219
1202514141518,37.6003884279,-122.0647845019,10.854
1202514144520,37.6002213766,-122.0648697459,9.530
1202514148517,37.6001121604,-122.0649014295,6.170
1202514152515,37.6001100650,-122.0649030220,3.426
1202514155515,37.6001112384,-122.0649035249,2.086
1202514158515,37.6001114899,-122.0649036926,1.372
1202514161536,37.6001112384,-122.0649034411,1.304
1202514165516,37.6001068798,-122.0649042793,2.057
1202514169522,37.6000587677,-122.0649189476,3.840
1202514173514,37.5999705901,-122.0649393156,6.213
1202514176515,37.5998637209,-122.0649782077,8.872
1202514179515,37.5998085680,-122.0651093844,11.413
1202514182515,37.5997869427,-122.0653586621,14.908
1202514185523,37.5997439436,-122.0656845504,18.183
1202514189515,37.5995921474,-122.0660965208,20.409
1202514192515,37.5993910656,-122.0663412722,21.777
1202514196514,37.5990591423,-122.0665142746,22.368
1202514200517,37.5986387901,-122.0666070623,23.511
1202514203517,37.5983227086,-122.0666293581,23.611
1202514207516,37.5981073776,-122.0664203135,22.710
1202514211517,37.5981233032,-122.0660343271,24.017
1202514215516,37.5981711639,-122.0654990589,26.627
1202514219516,37.5982253947,-122.0648040318,28.581
1202514222516,37.5982635324,-122.0642400137,28.389
1202514225516,37.5983043522,-122.0637842898,25.278
1202514228516,37.5983281568,-122.0634931026,20.189
1202514232517,37.5983473514,-122.0632299948,15.046
1202514235521,37.5983494469,-122.0631792843,10.389
1202514239512,37.5983480219,-122.0631797034,8.234
1202514242512,37.5983557333,-122.0631331000,9.477
1202514245514,37.5983720780,-122.0629460998,13.436
1202514248517,37.5984001574,-122.0626492129,18.451
1202514252514,37.5984952919,-122.0621110949,23.575
1202514255515,37.5986211042,-122.0616391940,26.666
1202514259516,37.5987060129,-122.0609220386,27.505
1202514263514,37.5986370299,-122.0602015305,25.355
1202514267510,37.5985402189,-122.0597895601,19.109
1202514270511,37.5985237904,-122.0597221696,12.214
1202514273511,37.5985236228,-122.0597215829,7.008
1202514278508,37.5985243771,-122.0597229240,3.468
1202514281529,37.5985243771,-122.0597235107,1.336
1202514285509,37.5985239580,-122.0597235107,0.364
1202514289508,37.5985236228,-122.0597235107,0.069
1202514292509,37.5985234551,-122.0597234269,0.017
1202514296509,37.5985233713,-122.0597233431,0.013
1202514299509,37.5985233713,-122.0597231754,0.013
1202514302509,37.5985232875,-122.0597229240,0.015
1202514306508,37.5985231198,-122.0597226725,0.014
1202514309509,37.5985229522,-122.0597224211,0.014
1202514313509,37.5985227007,-122.0597223373,0.013
1202514317515,37.5985227007,-122.0597223373,0.009
1202514321506,37.5985228684,-122.0597223373,0.008
1202514324507,37.5985229522,-122.0597223373,0.103
1202514328507,37.5985229522,-122.0597224211,0.566
1202514331515,37.5985230360,-122.0597225049,1.597
1202514335507,37.5985229522,-122.0597224211,3.292
1202514338507,37.5985102117,-122.0596853731,6.230
1202514341531,37.5984417316,-122.0595151367,10.525
1202514345511,37.5983393048,-122.0591786872,13.969
1202514349507,37.5986432325,-122.0589773540,15.977
1202514352507,37.5989322404,-122.0591221094,16.703
1202514355515,37.5990811029,-122.0593933477,14.938
1202514359506,37.5991247726,-122.0595502569,10.507
1202514362508,37.5991421232,-122.0596109418,7.396
1202514366505,37.5991570429,-122.0596653403,4.598
1202514369505,37.5991604795,-122.0596661785,2.579
1202514372505,37.5991629941,-122.0596665138,1.493
1202514375506,37.5991661792,-122.0596744766,1.210
1202514378506,37.5991769080,-122.0597294619,1.579
1202514382505,37.5991795064,-122.0597467286,1.080
1202514386504,37.5991817695,-122.0597474830,0.931
1202514389504,37.5991834459,-122.0597559487,0.975
1202514392504,37.5991897323,-122.0597976067,1.201
1202514395505,37.5991909058,-122.0598042284,0.835
1202514398511,37.5991921631,-122.0598026359,0.742
1202514401523,37.5991938395,-122.0598012948,0.765
1202514405503,37.5991992039,-122.0598126941,0.994
1202514408503,37.5992077534,-122.0598587108,1.415
1202514412502,37.5992130340,-122.0598745526,1.107
1202514415510,37.5992138722,-122.0598742173,1.027
1202514419503,37.5992228408,-122.0599223294,1.478
1202514423502,37.5992337373,-122.0599664182,1.209
1202514426502,37.5992353299,-122.0599668373,0.870
1202514430501,37.5992375092,-122.0599672564,0.752
1202514433502,37.5992406105,-122.0599828467,0.847
1202514437500,37.5992480704,-122.0600205653,0.778
1202514440501,37.5992506688,-122.0600216549,0.629
1202514443509,37.5992523451,-122.0600214873,0.752
1202514447500,37.5992541892,-122.0600212358,1.000
1202514450509,37.5992582963,-122.0600334734,1.399
1202514454501,37.5992716235,-122.0600920629,2.013
1202514457501,37.5992864595,-122.0601533346,2.357
1202514460501,37.5992966016,-122.0601976748,2.086
1202514464501,37.5992989485,-122.0601958308,1.470
1202514467501,37.5993014631,-122.0602084036,1.485
1202514470502,37.5993070789,-122.0602334655,1.429
1202514473508,37.5993071628,-122.0602332141,1.175
1202514477501,37.5993129463,-122.0602597009,1.596
1202514480501,37.5993296263,-122.0603286001,2.043
1202514483502,37.5993302968,-122.0603289354,1.511
1202514486510,37.5993308835,-122.0603291030,1.460
1202514490501,37.5993416962,-122.0603801488,2.049
1202514493505,37.5993503295,-122.0604200466,1.873
1202514497501,37.5993505810,-122.0604197113,1.451
1202514500501,37.5993655008,-122.0604806478,2.163
1202514504500,37.5993725416,-122.0605133372,1.626
1202514507500,37.5993727092,-122.0605137563,1.322
1202514510500,37.5993767325,-122.0605360521,1.810
1202514513500,37.5993900598,-122.0605942225,2.941
1202514516500,37.5993903950,-122.0605948930,4.439
1202514519500,37.5993923229,-122.0606015148,7.545
1202514522500,37.5994431172,-122.0607405705,13.054
1202514526502,37.5996490605,-122.0611098770,19.494
1202514530500,37.6000634616,-122.0615417963,25.038
1202514534501,37.6005464267,-122.0619200714,27.939
1202514538497,37.6009484226,-122.0622319619,28.493
1202514541497,37.6012027294,-122.0624420962,28.845
1202514544498,37.6014667593,-122.0626459440,29.499
1202514547500,37.6017793203,-122.0628739317,30.923
1202514551500,37.6022783787,-122.0632246304,32.980
1202514555500,37.6027969668,-122.0635936854,34.197
1202514559500,37.6032987912,-122.0639605612,34.723
1202514563499,37.6037914793,-122.0643060631,34.892
1202514568495,37.6043936350,-122.0647313607,34.225
1202514571497,37.6047400589,-122.0649765313,33.062
1202514575498,37.6052294780,-122.0653287387,31.724
1202514579497,37.6056995350,-122.0656673675,29.102
1202514582497,37.6059489803,-122.0658513502,25.001
1202514586496,37.6062092383,-122.0660380151,21.272
1202514590494,37.6064016867,-122.0661729637,18.054
1202514593495,37.6065350428,-122.0662690203,15.961
1202514596498,37.6066993280,-122.0663900549,14.784
1202514600495,37.6069526290,-122.0665736185,13.677
1202514604496,37.6071569798,-122.0667201341,11.432
1202514608492,37.6072638490,-122.0667980020,9.016
1202514613491,37.6073160682,-122.0668379836,7.102
1202514616493,37.6073168226,-122.0668381513,6.626
1202514620494,37.6073988814,-122.0668969922,8.387
1202514623499,37.6075398649,-122.0669966530,10.446
1202514627491,37.6077845326,-122.0671674761,12.248
1202514630491,37.6079489855,-122.0672872535,12.458
1202514633498,37.6080728700,-122.0673764369,11.728
1202514636500,37.6081513245,-122.0674338529,10.391
1202514640494,37.6082359817,-122.0674932806,9.546
1202514643499,37.6083533283,-122.0675725733,9.826
1202514647490,37.6084867682,-122.0676665344,9.582
1202514653489,37.6086992494,-122.0678195041,9.943
1202514656489,37.6087980720,-122.0678888224,9.615
1202514659489,37.6089161729,-122.0679702945,9.558
1202514662496,37.6090152470,-122.0680398643,8.682
1202514666488,37.6091131476,-122.0681101884,7.434
1202514669488,37.6091734973,-122.0681543610,6.611
1202514672488,37.6092373673,-122.0682008806,5.897
1202514675488,37.6092698053,-122.0682245175,4.782
