unixtime,latitude,longitude,speed
1202497203116,37.5948514285,-122.0583023596,67.666
1202497206130,37.5941367039,-122.0577950870,67.813
1202497209130,37.5934198000,-122.0572811089,68.110
1202497212131,37.5926976155,-122.0567585812,68.464
1202497216128,37.5917228844,-122.0560663201,68.814
1202497220118,37.5907540205,-122.0553774118,68.893
1202497224115,37.5897895153,-122.0546897607,68.906
1202497227116,37.5890673308,-122.0541720107,68.838
1202497231126,37.5881054240,-122.0534879639,68.582
1202497235113,37.5871488815,-122.0528029950,68.383
1202497238126,37.5864324805,-122.0522946328,67.992
1202497242127,37.5854780336,-122.0516141063,67.665
1202497246113,37.5845279452,-122.0509513495,67.247
1202497250123,37.5835605901,-122.0503659576,66.716
1202497254112,37.5825805784,-122.0498448548,66.326
1202497257112,37.5818398699,-122.0494965031,66.065
1202497260113,37.5810922044,-122.0491928268,65.958
1202497264113,37.5800764020,-122.0488287171,66.151
1202497267114,37.5793049319,-122.0485646873,66.483
1202497271125,37.5782429451,-122.0481953807,67.113
1202497275112,37.5771996501,-122.0478422513,67.278
1202497279125,37.5761506553,-122.0474893733,67.493
1202497283111,37.5750988106,-122.0471324720,67.853
1202497287110,37.5740436971,-122.0467755707,68.049
1202497290110,37.5732503502,-122.0465049191,68.273
1202497293110,37.5724523934,-122.0462245446,68.591
1202497296110,37.5716639080,-122.0459014223,68.812
1202497300114,37.5706284081,-122.0453735303,69.050
1202497303121,37.5698704329,-122.0449067423,69.206
1202497307122,37.5689073526,-122.0441926882,69.218
1202497311121,37.5679881096,-122.0433851760,69.280
1202497316108,37.5669055034,-122.0422595706,69.263
1202497320119,37.5660554949,-122.0413487934,68.985
1202497324107,37.5652138683,-122.0404475715,68.757
1202497327107,37.5645881595,-122.0397778577,68.570
1202497331106,37.5637562559,-122.0388861911,68.397
1202497334107,37.5631286193,-122.0382142980,68.426
1202497338106,37.5622726596,-122.0373354558,68.566
1202497341108,37.5616358029,-122.0366652391,68.699
1202497345108,37.5607986187,-122.0357655260,68.799
1202497349107,37.5599524659,-122.0348540781,69.097
1202497353104,37.5591102526,-122.0339433847,69.164
1202497356119,37.5584664388,-122.0332557336,69.246
1202497360109,37.5575989122,-122.0323357363,69.337
1202497364111,37.5567513345,-122.0314294014,68.030
1202497368103,37.5559080315,-122.0305263355,66.379
1202497372102,37.5550718532,-122.0296412907,64.634
1202497376104,37.5542179052,-122.0287855825,63.024
1202497382011,37.5533089719,-122.0280216562,56.914
1202497386009,37.5523685228,-122.0273084403,59.731
