unixtime,latitude,longitude,speed
1202497202184,37.6161677737,-122.0731622110,7.388
1202497205184,37.6162450548,-122.0732200461,6.768
1202497208184,37.6163065780,-122.0732663142,5.884
1202497212175,37.6163686879,-122.0733130852,4.925
1202497215177,37.6164012934,-122.0733380633,4.225
1202497219174,37.6164519201,-122.0733754465,3.825
1202497222174,37.6164795804,-122.0733957307,3.490
1202497225176,37.6165131918,-122.0734214632,3.524
1202497229174,37.6165654949,-122.0734623668,3.635
1202497232192,37.6166088293,-122.0734961459,3.591
1202497235194,37.6166535048,-122.0735302602,3.365
1202497239175,37.6167100826,-122.0735736785,2.900
1202497242175,37.6167213144,-122.0735823956,1.942
1202497245175,37.6167216497,-122.0735828986,1.238
1202497248186,37.6167219849,-122.0735832338,0.815
1202497251191,37.6167223202,-122.0735836529,0.623
1202497256199,37.6167447837,-122.0736009196,0.891
1202497260173,37.6167478012,-122.0736025122,0.936
1202497263174,37.6167565184,-122.0736088824,1.436
1202497267175,37.6167887049,-122.0736328547,2.112
1202497271176,37.6168322907,-122.0736638677,2.804
1202497275173,37.6168822469,-122.0736989879,3.452
1202497278173,37.6169273415,-122.0737296656,4.227
1202497281174,37.6169740287,-122.0737621036,5.085
1202497285174,37.6170439337,-122.0738113053,6.146
1202497288174,37.6171188679,-122.0738637760,7.517
1202497291175,37.6172270782,-122.0739413924,9.186
1202497295199,37.6173972308,-122.0740712281,10.681
1202497299170,37.6175454228,-122.0741951125,11.573
1202497302172,37.6176899267,-122.0742899118,13.148
1202497306172,37.6178806988,-122.0744167300,14.613
1202497309172,37.6180297290,-122.0745195759,16.299
1202497313170,37.6182939265,-122.0747066599,18.919
1202497316170,37.6185473951,-122.0748894691,21.732
1202497319172,37.6188104191,-122.0750773913,24.360
1202497322182,37.6190679949,-122.0752581889,26.928
1202497326176,37.6194386425,-122.0755147589,29.760
1202497330174,37.6199223620,-122.0758503701,32.963
1202497334199,37.6205610628,-122.0762837982,35.856
1202497338173,37.6211852629,-122.0767185673,35.603
1202497342168,37.6215811400,-122.0770028814,32.374
1202497345179,37.6218387158,-122.0771872832,30.887
1202497349171,37.6222293123,-122.0774654785,30.376
1202497353171,37.6226678533,-122.0777782071,30.085
1202497356181,37.6230265148,-122.0780343580,29.561
1202497360178,37.6234731863,-122.0783532893,28.358
1202497364178,37.6238252261,-122.0786029861,26.194
1202497367179,37.6240367852,-122.0787515134,24.487
1202497371178,37.6243129689,-122.0789432074,23.635
1202497375169,37.6246567106,-122.0791882942,24.079
1202497379168,37.6250288669,-122.0794518211,24.308
1202497382168,37.6253035418,-122.0796468679,24.348
1202497385168,37.6255546635,-122.0798332814,24.265
1202497389166,37.6258359601,-122.0800351175,24.175
1202497392184,37.6260674682,-122.0802005762,25.406
1202497396184,37.6264401274,-122.0804662825,27.911
1202497400170,37.6268886429,-122.0807823639,31.024
1202497404171,37.6273848514,-122.0811357448,34.082
1202497408171,37.6279015117,-122.0815053028,36.719
1202497412169,37.6284736602,-122.0818959832,39.071
1202497416170,37.6290893107,-122.0822676366,40.474
1202497420170,37.6297258322,-122.0826877374,41.079
1202497424183,37.6303050215,-122.0831326487,39.858
1202497427187,37.6306932711,-122.0834244226,37.920
1202497430188,37.6310862146,-122.0836670786,35.845
1202497434175,37.6315675033,-122.0839854232,33.340
1202497437175,37.6318941459,-122.0841392311,30.839
1202497440175,37.6322142507,-122.0840393188,28.849
1202497443175,37.6323719142,-122.0836814117,27.391
1202497446188,37.6322886820,-122.0832301302,27.232
1202497450188,37.6318467882,-122.0829435530,27.177
1202497454188,37.6315106740,-122.0833281984,26.754
1202497457188,37.6315046391,-122.0836761311,26.609
1202497461188,37.6315190559,-122.0842697372,28.308
1202497465170,37.6315447045,-122.0848913389,29.257
1202497469187,37.6316363187,-122.0855480608,30.240
1202497473181,37.6319702536,-122.0860506395,30.842
1202497477177,37.6323600958,-122.0856992703,31.328
