unixtime,latitude,longitude,speed
1202514159763,37.6001784613,-122.0632458366,10.369
1202514163766,37.6001800538,-122.0632676295,6.052
1202514177726,37.6001904474,-122.0632991454,2.941
1202514181717,37.6001958956,-122.0633040069,1.172
1202514184721,37.6001990807,-122.0633059348,0.471
1202514188718,37.6002013439,-122.0633064377,0.548
1202514191721,37.6002020982,-122.0633069406,0.662
1202514196726,37.6001777069,-122.0633384566,1.290
1202514200716,37.6001762820,-122.0633439048,0.988
1202514203716,37.6001898607,-122.0633267219,1.153
1202514207717,37.6002012600,-122.0633170827,1.039
1202514211718,37.6002158445,-122.0632983911,1.009
1202514216715,37.6002340333,-122.0632942839,0.746
1202514220708,37.6002362126,-122.0632946192,0.460
1202514223714,37.6002371346,-122.0632953736,0.289
1202514226716,37.6002378051,-122.0632957927,0.166
1202514230714,37.6002378051,-122.0632958765,0.069
1202514233716,37.6002378889,-122.0632957927,0.027
1202514236735,37.6002377213,-122.0632958765,0.018
1202514240735,37.6002375537,-122.0632959603,0.016
1202514244717,37.6002373860,-122.0632960441,0.016
1202514248716,37.6002374698,-122.0632969662,0.021
1202514251716,37.6002373860,-122.0632972176,0.017
1202514254716,37.6002371346,-122.0632972176,0.015
1202514257716,37.6002371346,-122.0632972176,0.011
1202514260716,37.6002373022,-122.0632971338,0.011
1202514263716,37.6002373860,-122.0632971338,0.009
1202514266716,37.6002375537,-122.0632972176,0.011
1202514269716,37.6002377213,-122.0632972176,0.013
1202514272716,37.6002378051,-122.0632973014,0.015
1202514275716,37.6002378889,-122.0632974691,0.017
1202514278716,37.6002381404,-122.0632978882,0.021
1202514281739,37.6002383080,-122.0632983073,0.022
1202514285712,37.6002382242,-122.0632985587,0.017
1202514289710,37.6002382242,-122.0632989778,0.017
1202514293706,37.6002382242,-122.0632992293,0.012
1202514297701,37.6002382242,-122.0632993131,0.008
1202514300731,37.6002382242,-122.0632993969,0.006
1202514304701,37.6002381404,-122.0632993969,0.005
1202514307712,37.6002381404,-122.0632993969,0.004
1202514311702,37.6002380566,-122.0632993969,0.016
1202514314702,37.6002381404,-122.0632994807,0.127
1202514317739,37.6002383080,-122.0632995645,0.282
1202514321717,37.6002383919,-122.0632998160,0.614
1202514325705,37.6002393977,-122.0632962118,1.166
1202514329705,37.6002933771,-122.0632752570,2.335
1202514333704,37.6003250607,-122.0632769334,2.915
1202514337704,37.6004056108,-122.0632921047,4.786
1202514341726,37.6004933693,-122.0632910150,6.054
1202514345706,37.6005405593,-122.0634148995,7.823
1202514348706,37.6005258910,-122.0635873152,9.752
1202514352707,37.6004960515,-122.0638277081,11.252
1202514356708,37.6004710734,-122.0641298756,12.517
1202514360718,37.6004471850,-122.0644107530,13.050
1202514364703,37.6004316785,-122.0646721845,13.058
1202514367705,37.6003766094,-122.0648147606,13.198
1202514373731,37.5999921316,-122.0649608571,14.923
1202514377706,37.5998129266,-122.0651055287,15.204
1202514380706,37.5997908822,-122.0653454187,16.923
1202514384705,37.5997218154,-122.0657550421,19.494
1202514387708,37.5995922312,-122.0660774938,21.115
1202514391707,37.5993100126,-122.0664046394,21.513
1202514394707,37.5990281293,-122.0665223213,20.897
1202514397709,37.5987257104,-122.0665864428,19.170
1202514401731,37.5984229561,-122.0666521569,14.914
1202514405702,37.5983258099,-122.0666434397,9.493
1202514409701,37.5983266481,-122.0666439426,5.384
1202514412702,37.5983263966,-122.0666439426,2.834
1202514415705,37.5983258937,-122.0666440265,1.155
1202514418713,37.5983251394,-122.0666441103,0.322
1202514422704,37.5983246364,-122.0666441103,0.072
1202514426702,37.5983243012,-122.0666443617,0.035
1202514430701,37.5983239659,-122.0666445294,0.024
1202514433711,37.5983237983,-122.0666446132,0.016
1202514437702,37.5983236306,-122.0666444456,0.012
1202514440710,37.5983236306,-122.0666443617,0.010
1202514443713,37.5983237144,-122.0666443617,0.010
1202514447712,37.5983238821,-122.0666443617,0.011
1202514453703,37.5983241335,-122.0666446970,0.012
1202514457698,37.5983241335,-122.0666449485,0.014
1202514460699,37.5983238821,-122.0666452837,0.017
1202514463709,37.5983237983,-122.0666452837,0.013
1202514467709,37.5983236306,-122.0666454514,0.013
1202514470710,37.5983232953,-122.0666455352,0.014
1202514474699,37.5983230439,-122.0666456190,0.012
1202514477701,37.5983231277,-122.0666455352,0.010
1202514481701,37.5983232115,-122.0666453676,0.012
1202514485699,37.5983234630,-122.0666451999,0.013
1202514488699,37.5983237144,-122.0666450323,0.016
1202514491707,37.5983238821,-122.0666449485,0.017
1202514494707,37.5983241335,-122.0666447808,0.057
1202514497707,37.5983243012,-122.0666447808,0.376
1202514501699,37.5983246364,-122.0666446132,1.187
1202514505698,37.5983250555,-122.0666444456,2.598
1202514508698,37.5983132371,-122.0666424339,5.032
1202514511698,37.5982020931,-122.0666094092,9.393
1202514514698,37.5980763646,-122.0664198945,13.950
1202514517699,37.5981005883,-122.0661190681,17.896
1202514521723,37.5981501253,-122.0656058443,21.921
1202514525697,37.5981975668,-122.0649956420,24.347
1202514529698,37.5982390572,-122.0644231582,23.955
1202514533697,37.5982817211,-122.0639145445,21.814
1202514537700,37.5983179309,-122.0634822900,18.387
1202514541698,37.5983345271,-122.0632278993,13.288
1202514545696,37.5983382151,-122.0631375424,8.433
1202514549698,37.5983384666,-122.0630905200,5.276
1202514552698,37.5983370417,-122.0630855746,3.503
1202514556695,37.5983362873,-122.0630852394,3.571
1202514559695,37.5983355329,-122.0630855746,5.410
1202514562697,37.5983357844,-122.0630165916,9.536
1202514566702,37.5983694796,-122.0626852551,15.530
1202514570699,37.5984561485,-122.0621740430,20.933
1202514574697,37.5986045081,-122.0616083486,24.214
1202514579691,37.5986830465,-122.0608229645,25.366
1202514582700,37.5986418075,-122.0603570147,24.055
1202514586695,37.5985511154,-122.0598960940,19.730
1202514589697,37.5985066075,-122.0597409451,14.113
1202514593694,37.5984758459,-122.0596557850,8.790
1202514597696,37.5984776899,-122.0596550306,4.700
1202514601692,37.5984791987,-122.0596550306,2.236
1202514604692,37.5984798692,-122.0596552821,0.863
1202514607692,37.5984802883,-122.0596552821,0.242
1202514610695,37.5984805398,-122.0596556173,0.049
1202514614695,37.5984807074,-122.0596555335,0.022
1202514618691,37.5984807912,-122.0596556173,0.016
1202514622692,37.5984810427,-122.0596556173,0.015
1202514626689,37.5984813780,-122.0596557012,0.016
1202514629689,37.5984817133,-122.0596557850,0.017
