unixtime,latitude,longitude,speed
1202497200856,37.5850560887,-122.0510776647,74.201
1202497204848,37.5860948576,-122.0518115000,73.784
1202497208846,37.5871165274,-122.0525386299,73.183
1202497211849,37.5878898415,-122.0530850459,72.613
1202497214850,37.5886578750,-122.0536320487,71.667
1202497218849,37.5896424130,-122.0543338652,70.292
1202497222850,37.5905919146,-122.0550107036,69.089
1202497226849,37.5915163544,-122.0556699401,68.157
1202497229859,37.5922217751,-122.0561713453,68.010
1202497233845,37.5931891301,-122.0568641932,68.316
1202497236888,37.5939227140,-122.0573849606,68.135
1202497240856,37.5948909073,-122.0580736175,67.998
1202497244861,37.5958531494,-122.0587631126,67.610
1202497248846,37.5967889047,-122.0594277135,66.609
1202497251848,37.5974735383,-122.0599190605,65.119
1202497254848,37.5981445932,-122.0604023608,62.815
1202497257848,37.5988177436,-122.0608797100,59.721
1202497261846,37.5996766369,-122.0614937680,54.843
1202497264856,37.6001622004,-122.0618376774,47.197
1202497267856,37.6005431577,-122.0621095862,39.390
1202497270856,37.6008492647,-122.0623288567,32.463
1202497274842,37.6011540306,-122.0625472890,25.641
1202497277844,37.6013017197,-122.0626529848,20.796
1202497281839,37.6015289530,-122.0628151745,18.534
1202497284840,37.6017085771,-122.0629441720,17.044
1202497288842,37.6019426836,-122.0631162524,15.756
1202497292844,37.6021627085,-122.0632709823,14.464
1202497295844,37.6023142532,-122.0633794440,12.952
1202497299843,37.6024844058,-122.0635004787,10.988
1202497303841,37.6025659617,-122.0635585653,8.635
1202497306841,37.6026072006,-122.0635875666,7.449
1202497309842,37.6026581626,-122.0636246146,7.213
1202497313840,37.6027780237,-122.0637112835,7.928
1202497316842,37.6028832166,-122.0637859662,8.399
1202497319842,37.6029879065,-122.0638588887,8.699
1202497322843,37.6030822029,-122.0639249381,8.742
1202497326842,37.6031947718,-122.0640067454,8.683
1202497329843,37.6032755733,-122.0640642453,8.693
1202497332843,37.6033550337,-122.0641210746,8.891
1202497336840,37.6034928322,-122.0642224956,9.789
1202497339843,37.6036138668,-122.0643073204,10.500
1202497342843,37.6037258490,-122.0643855235,10.973
1202497346843,37.6038829258,-122.0644976733,11.671
