unixtime,latitude,longitude,speed
1202497200501,37.6452276534,-122.0926763638,28.725
1202497204503,37.6456380312,-122.0929411481,28.009
1202497207509,37.6459550347,-122.0929095483,27.109
1202497211485,37.6463670050,-122.0927379708,26.381
1202497214494,37.6466972519,-122.0925668962,25.118
1202497218485,37.6471105634,-122.0923496374,22.381
1202497221491,37.6473212005,-122.0922298600,17.704
1202497225490,37.6474441630,-122.0921636430,12.008
1202497228490,37.6474858210,-122.0921369886,7.915
1202497232490,37.6475136490,-122.0921185484,4.507
1202497235497,37.6475137328,-122.0921186322,2.270
1202497239495,37.6475246292,-122.0921102503,1.224
1202497243490,37.6475284849,-122.0921039639,0.638
1202497246490,37.6475302451,-122.0921014493,0.343
1202497249490,37.6475313348,-122.0921011979,0.220
1202497253488,37.6475320891,-122.0921011979,0.168
1202497256488,37.6475325082,-122.0921011979,0.140
1202497260489,37.6475329273,-122.0921007788,0.146
1202497264490,37.6475289040,-122.0920865295,0.315
1202497268487,37.6475318377,-122.0920899661,0.534
1202497272487,37.6475345199,-122.0920945762,1.015
1202497275490,37.6475353581,-122.0920957496,1.604
1202497278492,37.6475542174,-122.0920868648,2.782
1202497282479,37.6476702228,-122.0920302870,4.799
1202497285492,37.6477322489,-122.0920029620,5.831
1202497289489,37.6478073507,-122.0919638185,7.000
1202497293490,37.6479311514,-122.0919078274,8.748
1202497297489,37.6481291319,-122.0917983598,10.078
1202497300489,37.6482896453,-122.0917029738,10.112
1202497304478,37.6484751367,-122.0916061629,8.833
1202497307486,37.6485226621,-122.0915756527,6.334
1202497311473,37.6485280265,-122.0915704560,4.116
1202497314481,37.6485286132,-122.0915709589,2.827
1202497317486,37.6485296191,-122.0915723000,2.166
1202497321475,37.6485835985,-122.0915507585,2.768
1202497325482,37.6486601252,-122.0915207513,3.174
1202497329486,37.6486916412,-122.0914964438,3.218
1202497333484,37.6487262584,-122.0914668557,3.944
1202497337480,37.6488022823,-122.0914361779,4.775
1202497340482,37.6488618776,-122.0914205876,5.469
1202497343486,37.6489560063,-122.0913849645,6.793
1202497346488,37.6490442677,-122.0913489223,7.636
1202497349490,37.6491228061,-122.0913047497,8.268
1202497353493,37.6491789648,-122.0911480920,9.123
1202497357479,37.6490078903,-122.0908491096,10.421
1202497360489,37.6489022783,-122.0907790370,8.935
1202497364481,37.6487819142,-122.0908591679,7.718
1202497367482,37.6487141885,-122.0909180089,6.401
1202497370484,37.6487232409,-122.0909283186,4.366
1202497374482,37.6486873664,-122.0909483513,3.705
1202497378481,37.6486299504,-122.0909706472,3.413
1202497382476,37.6485794075,-122.0909931107,3.390
1202497385484,37.6485540942,-122.0910011573,3.355
1202497388485,37.6485279427,-122.0909786938,3.633
1202497392484,37.6485099216,-122.0908667955,4.396
1202497396482,37.6484316346,-122.0907060306,4.407
1202497399484,37.6483940837,-122.0906895183,3.226
1202497402484,37.6483867077,-122.0906921167,2.135
1202497405484,37.6484011245,-122.0907021749,1.510
1202497408486,37.6484052317,-122.0907050248,0.851
1202497412482,37.6484069080,-122.0907068688,0.383
1202497416472,37.6484062375,-122.0907072879,0.181
1202497419472,37.6484053993,-122.0907072879,0.115
1202497422482,37.6484047287,-122.0907074555,0.070
1202497426480,37.6484038067,-122.0907072879,0.050
1202497429480,37.6484030524,-122.0907075394,0.044
1202497432480,37.6484027171,-122.0907076232,0.033
1202497435481,37.6484026333,-122.0907077908,0.025
1202497439480,37.6484028009,-122.0907077908,0.018
1202497442480,37.6484028847,-122.0907079584,0.015
1202497445480,37.6484028009,-122.0907078746,0.109
1202497449482,37.6484022980,-122.0907077908,0.337
1202497453472,37.6484020465,-122.0907078746,0.838
1202497456479,37.6484019627,-122.0907077908,1.527
1202497459486,37.6483639089,-122.0907136581,2.859
1202497463473,37.6482977757,-122.0906882610,3.719
1202497466480,37.6482476519,-122.0905658852,5.007
1202497470478,37.6481965223,-122.0904475328,4.782
1202497474478,37.6481635815,-122.0903724310,4.952
1202497478475,37.6481536908,-122.0903523144,4.814
1202497481475,37.6481520983,-122.0903114946,6.070
1202497484477,37.6482344924,-122.0902230655,8.368
1202497487481,37.6483918206,-122.0901290206,11.139
1202497490481,37.6485488136,-122.0900017834,13.153
1202497494473,37.6487686708,-122.0899652383,14.154
1202497497478,37.6489277593,-122.0901724389,15.352
1202497501469,37.6491330320,-122.0904754445,15.162
1202497504485,37.6492203714,-122.0906830642,13.219
1202497508478,37.6492938807,-122.0908937852,10.470
1202497512468,37.6493381371,-122.0910151551,7.439
1202497515469,37.6493486983,-122.0910383729,4.559
1202497518471,37.6493510453,-122.0910340144,2.460
1202497522479,37.6493561582,-122.0910325056,1.251
1202497526470,37.6493609359,-122.0910336791,0.584
1202497529471,37.6493617741,-122.0910345173,0.282
1202497532480,37.6493667194,-122.0910411390,0.572
1202497535486,37.6493669709,-122.0910421448,1.466
1202497539479,37.6493669709,-122.0910436535,3.301
1202497543479,37.6493663003,-122.0910433183,6.022
1202497547479,37.6494170946,-122.0911900015,11.147
1202497551467,37.6495377102,-122.0915892314,16.964
1202497554473,37.6496682164,-122.0919773972,21.402
1202497558477,37.6498809490,-122.0924689956,24.010
1202497562467,37.6502127884,-122.0927928723,25.770
1202497565475,37.6505084180,-122.0929710714,26.946
1202497568476,37.6508032094,-122.0931743325,27.565
1202497571485,37.6510923012,-122.0934272144,27.720
1202497575476,37.6514859990,-122.0937109418,26.755
1202497579467,37.6518664534,-122.0940834334,25.577
1202497582474,37.6521365183,-122.0942870297,22.386
1202497585480,37.6523580519,-122.0944392451,18.003
1202497589469,37.6524370932,-122.0944795620,11.691
1202497592470,37.6525245164,-122.0944556736,9.354
1202497595485,37.6525451359,-122.0944332101,7.222
1202497599468,37.6525452197,-122.0944396641,7.437
1202497602474,37.6525821001,-122.0944619600,10.583
1202497606471,37.6528444535,-122.0946333699,17.018
1202497610472,37.6532296857,-122.0948663029,21.889
1202497614471,37.6537041012,-122.0951807917,25.356
1202497618473,37.6541985495,-122.0954782654,25.707
1202497622468,37.6546215840,-122.0957356735,23.031
1202497626464,37.6548719513,-122.0958707059,17.596
1202497629467,37.6549472208,-122.0957360088,13.447
1202497632467,37.6549435328,-122.0957556224,10.218
1202497635471,37.6549421917,-122.0957665189,10.235
1202497639470,37.6551046329,-122.0958081770,14.251
1202497643469,37.6554402441,-122.0960510844,19.345
1202497647467,37.6558206986,-122.0964146912,23.057
1202497650476,37.6560634384,-122.0967366400,24.615
1202497654466,37.6563918413,-122.0971521308,24.566
1202497657473,37.6566597268,-122.0973199364,22.292
1202497661473,37.6569236728,-122.0974674579,18.167
1202497665461,37.6571033807,-122.0976304020,14.164
1202497669469,37.6572421850,-122.0977500956,10.478
1202497673468,37.6572729466,-122.0977768338,6.453
1202497677469,37.6572700129,-122.0977998840,3.875
1202497681467,37.6572654029,-122.0978144685,2.185
1202497684468,37.6572607090,-122.0978212579,1.341
1202497688467,37.6572583621,-122.0978220123,0.659
1202497691467,37.6572524947,-122.0978245268,0.496
1202497694467,37.6572519918,-122.0978160611,0.421
1202497697468,37.6572495611,-122.0978127922,0.411
1202497701470,37.6572426879,-122.0978390275,0.391
1202497705466,37.6572386646,-122.0978598146,0.416
1202497709466,37.6572376588,-122.0978631674,0.387
1202497712472,37.6572386646,-122.0978567971,0.378
1202497716466,37.6572344737,-122.0978830325,0.503
1202497720468,37.6572323782,-122.0978966112,0.413
1202497724457,37.6572306180,-122.0979033167,0.651
