unixtime,latitude,longitude,speed
1202497202837,37.6004328519,-122.0637571325,0.009
1202497206836,37.6004329358,-122.0637568810,0.010
1202497209837,37.6004329358,-122.0637566295,0.013
1202497212837,37.6004329358,-122.0637563781,0.015
1202497216826,37.6004330196,-122.0637560428,0.016
1202497220826,37.6004331872,-122.0637556237,0.017
1202497224823,37.6004333548,-122.0637553723,0.017
1202497227836,37.6004335225,-122.0637552046,0.015
1202497231836,37.6004336901,-122.0637552046,0.013
1202497234836,37.6004336063,-122.0637550370,0.013
1202497237836,37.6004336063,-122.0637548693,0.013
1202497240836,37.6004338578,-122.0637549532,0.015
1202497243837,37.6004339416,-122.0637548693,0.014
1202497247837,37.6004338578,-122.0637544503,0.016
1202497250839,37.6004336901,-122.0637540312,0.018
1202497254839,37.6004337739,-122.0637536959,0.015
1202497258824,37.6004338578,-122.0637534444,0.013
1202497261838,37.6004337739,-122.0637533606,0.011
1202497265834,37.6004337739,-122.0637532768,0.009
1202497268834,37.6004336063,-122.0637531930,0.011
1202497271834,37.6004335225,-122.0637532768,0.012
1202497274837,37.6004332710,-122.0637531092,0.015
1202497278835,37.6004331034,-122.0637530253,0.016
1202497281838,37.6004328519,-122.0637531930,0.020
1202497284841,37.6004326005,-122.0637533606,0.021
1202497288841,37.6004323490,-122.0637534444,0.022
1202497292823,37.6004319299,-122.0637530253,0.025
1202497296822,37.6004314270,-122.0637528577,0.026
1202497299822,37.6004310917,-122.0637529415,0.025
1202497302835,37.6004310917,-122.0637532768,0.022
1202497306834,37.6004309241,-122.0637536959,0.021
1202497309834,37.6004308403,-122.0637538635,0.019
1202497312835,37.6004305888,-122.0637541150,0.020
1202497316822,37.6004303374,-122.0637541988,0.019
1202497319823,37.6004301697,-122.0637542826,0.018
1202497323828,37.6004298344,-122.0637545341,0.021
1202497327821,37.6004295830,-122.0637547017,0.022
1202497330823,37.6004293315,-122.0637546179,0.025
1202497333834,37.6004290801,-122.0637544503,0.028
1202497336835,37.6004287448,-122.0637539473,0.033
1202497339835,37.6004282419,-122.0637530253,0.036
1202497343834,37.6004279904,-122.0637527739,0.026
1202497347820,37.6004279066,-122.0637530253,0.021
1202497350833,37.6004279066,-122.0637532768,0.020
1202497353833,37.6004278228,-122.0637535282,0.019
1202497357819,37.6004279066,-122.0637541150,0.021
1202497360819,37.6004279066,-122.0637545341,0.023
1202497363821,37.6004278228,-122.0637547855,0.021
1202497367820,37.6004279904,-122.0637553723,0.082
1202497370820,37.6004280742,-122.0637558752,0.282
1202497374819,37.6004279066,-122.0637557914,0.661
1202497377820,37.6004278228,-122.0637557914,1.195
1202497380821,37.6004475203,-122.0637568810,2.314
1202497383821,37.6004894298,-122.0638136265,3.705
1202497386821,37.6004875857,-122.0639059112,4.900
1202497391830,37.6004823051,-122.0640277840,5.750
1202497395821,37.6004673854,-122.0642049774,7.521
1202497398821,37.6004565727,-122.0643203123,8.357
1202497401821,37.6004433293,-122.0644628884,9.577
1202497404834,37.6004271522,-122.0646464521,10.641
1202497408840,37.6003219594,-122.0648375594,10.910
1202497412825,37.6001053711,-122.0649267428,11.083
1202497416823,37.5998907106,-122.0649991624,10.141
1202497420817,37.5997965819,-122.0651037685,7.742
1202497423818,37.5997676643,-122.0651815525,5.696
