unixtime,latitude,longitude,speed
1202497200319,37.6376966839,-122.0889271400,53.760
1202497204319,37.6368971344,-122.0883195360,57.640
1202497208320,37.6359921407,-122.0876549352,61.419
1202497211321,37.6352800983,-122.0871455671,63.897
1202497215318,37.6343316025,-122.0864684772,65.105
1202497218318,37.6336426941,-122.0859731070,65.081
1202497221321,37.6329703819,-122.0854901419,64.464
1202497225316,37.6320818167,-122.0848547939,63.661
1202497229328,37.6312214147,-122.0842417417,62.687
1202497233318,37.6303600906,-122.0836279352,62.268
1202497237330,37.6294752134,-122.0829937606,62.295
1202497240332,37.6288146359,-122.0825246257,62.238
1202497244314,37.6279548206,-122.0819063767,62.276
1202497247323,37.6273115936,-122.0814509043,62.629
1202497250327,37.6266494235,-122.0809788357,63.475
1202497254315,37.6257332818,-122.0803243769,64.622
1202497257316,37.6250341475,-122.0798237260,65.488
1202497261314,37.6240970511,-122.0791556048,66.163
1202497264316,37.6234080589,-122.0786622461,66.484
1202497268315,37.6224784224,-122.0780022553,67.041
1202497271315,37.6217630272,-122.0774921329,67.587
1202497275314,37.6208084965,-122.0768050686,67.939
1202497278315,37.6200861443,-122.0762928506,68.220
1202497282314,37.6191304401,-122.0756127433,68.338
1202497286310,37.6181798488,-122.0749384194,68.363
1202497289312,37.6174596760,-122.0744190769,68.549
1202497292312,37.6167269303,-122.0738993153,68.689
1202497296308,37.6157654425,-122.0732146817,68.536
1202497299310,37.6150551603,-122.0727064871,68.505
1202497302310,37.6143477279,-122.0721987116,68.608
1202497305310,37.6136287286,-122.0716869966,68.882
1202497309312,37.6126427657,-122.0709801510,69.367
1202497313320,37.6116511869,-122.0702762390,69.319
1202497317309,37.6106752823,-122.0695765180,69.094
1202497321308,37.6097210030,-122.0688977517,68.683
1202497324309,37.6090141573,-122.0683901439,68.414
1202497328306,37.6080781506,-122.0677257945,68.333
1202497331306,37.6073533677,-122.0672098885,68.858
1202497334306,37.6066167663,-122.0666896240,69.304
1202497337318,37.6058737109,-122.0661588821,69.580
1202497341318,37.6048782764,-122.0654442413,69.730
1202497344318,37.6041420103,-122.0649123259,69.398
1202497348305,37.6031905809,-122.0642307098,68.557
1202497351306,37.6024818912,-122.0637272929,67.832
1202497355317,37.6015271928,-122.0630442519,67.302
1202497359303,37.6005926109,-122.0623842611,66.409
1202497362316,37.5999254955,-122.0619046487,65.575
1202497366301,37.5990251956,-122.0612573984,65.422
1202497369301,37.5983334374,-122.0607682307,65.192
1202497372313,37.5976321239,-122.0602685857,64.867
1202497376298,37.5967019006,-122.0595963573,64.469
1202497380313,37.5958203762,-122.0589722410,63.246
1202497384299,37.5949961840,-122.0583907886,62.484
1202497388300,37.5941470137,-122.0577820950,62.918
1202497392300,37.5932463785,-122.0571384489,64.016
1202497395300,37.5925542850,-122.0566461800,64.989
1202497399309,37.5916258220,-122.0559800704,66.118
1202497403298,37.5906811818,-122.0553101051,67.424
1202497406310,37.5899650323,-122.0547957917,68.569
1202497410309,37.5889857749,-122.0540974118,69.721
1202497414307,37.5879835511,-122.0533810946,70.736
1202497417307,37.5872069681,-122.0528300685,71.383
1202497421297,37.5861800177,-122.0520963170,71.294
1202497425296,37.5851905344,-122.0513874597,70.576
1202497428296,37.5844685176,-122.0508959451,69.796
1202497432306,37.5834948761,-122.0503073681,69.349
1202497436306,37.5824789898,-122.0497833317,69.537
1202497440296,37.5813990658,-122.0493012048,70.245
1202497444294,37.5802760588,-122.0488866360,70.515
1202497448290,37.5791698995,-122.0485086962,70.119
1202497451290,37.5783513231,-122.0482303333,69.525
1202497454290,37.5775619996,-122.0479645432,68.492
1202497457291,37.5768019289,-122.0477021059,67.419
1202497460293,37.5760355718,-122.0474390819,67.155
1202497463302,37.5752425602,-122.0471758064,67.523
1202497467291,37.5742172862,-122.0468310589,67.944
1202497470303,37.5734233526,-122.0465587309,69.167
1202497474291,37.5723206299,-122.0461671286,70.816
1202497478290,37.5711921747,-122.0456594369,72.186
1202497481290,37.5703554096,-122.0451924812,72.669
1202497484303,37.5695784075,-122.0446781679,72.101
1202497488290,37.5686239605,-122.0439314244,71.294
1202497492291,37.5677254208,-122.0430983474,70.689
1202497496289,37.5668655217,-122.0421862290,70.381
1202497500299,37.5659975760,-122.0412601129,70.229
1202497504292,37.5651323124,-122.0403339129,70.172
1202497508288,37.5642716590,-122.0394149214,70.055
1202497512284,37.5634138553,-122.0385011267,69.883
1202497515286,37.5627714665,-122.0378191753,69.588
1202497518290,37.5621359508,-122.0371320271,69.245
1202497521297,37.5614995970,-122.0364558592,68.865
1202497525290,37.5606614070,-122.0355609238,68.528
1202497528298,37.5600353629,-122.0348899527,68.338
1202497532284,37.5592048842,-122.0340049079,68.297
1202497536283,37.5583754952,-122.0331155045,68.370
1202497539283,37.5577400634,-122.0324316252,68.681
1202497542284,37.5570995186,-122.0317492548,68.815
1202497545284,37.5564642544,-122.0310690636,68.697
1202497548284,37.5558290740,-122.0303949073,68.548
1202497551294,37.5552078076,-122.0297303903,66.917
1202497554294,37.5545775725,-122.0290789490,64.921
1202497558284,37.5536843134,-122.0282726103,63.160
1202497562282,37.5527550122,-122.0275433012,61.428
1202497567484,37.5520484180,-122.0270115534,53.654
1202497570485,37.5513328552,-122.0264718429,57.901
1202497574495,37.5503680147,-122.0257452998,63.545
1202497578482,37.5493785314,-122.0250050942,66.624
1202497581494,37.5486327938,-122.0244434231,69.267
1202497585479,37.5476110401,-122.0236794967,72.178
1202497589478,37.5465833354,-122.0229118823,73.281
1202497592481,37.5458159724,-122.0223363811,73.511
1202497596477,37.5448033551,-122.0215753884,73.492
1202497599489,37.5440426139,-122.0210067603,73.422
1202497602499,37.5432865665,-122.0204382998,73.322
1202497606476,37.5422689200,-122.0196722780,73.626
1202497610473,37.5412436460,-122.0189060885,73.719
1202497613479,37.5404775403,-122.0183332694,73.711
1202497617471,37.5394582175,-122.0175788984,73.733
1202497620474,37.5386999908,-122.0170049059,73.644
1202497624472,37.5377359047,-122.0161295003,73.534
1202497627473,37.5370680349,-122.0153856067,73.203
1202497630473,37.5364625264,-122.0145822854,72.600
1202497633473,37.5359121709,-122.0137371384,71.838
1202497636475,37.5354141184,-122.0128612298,70.971
1202497640484,37.5347770940,-122.0116863389,70.044
1202497644473,37.5341502955,-122.0105306425,69.136
1202497648471,37.5335320465,-122.0093919614,68.078
1202497651471,37.5330649232,-122.0085501672,66.758
1202497655470,37.5324466743,-122.0074348716,64.725
1202497658471,37.5319932135,-122.0066343163,61.511
1202497662474,37.5313932371,-122.0056661231,56.772
1202497666466,37.5308521016,-122.0048270949,50.186
1202497670466,37.5303732437,-122.0042508392,41.797
1202497674466,37.5298285040,-122.0039831214,33.816
1202497678464,37.5293889572,-122.0039480850,25.044
1202497682464,37.5291881269,-122.0039273817,15.679
1202497686463,37.5291935751,-122.0039313212,8.462
1202497689465,37.5291935751,-122.0039320756,4.410
1202497692465,37.5291944971,-122.0039332490,2.198
1202497695465,37.5291950838,-122.0039342549,1.718
1202497698465,37.5291949162,-122.0039340872,2.626
1202497702464,37.5291914796,-122.0039341711,4.712
1202497706463,37.5290439582,-122.0039181616,9.335
1202497709465,37.5288536890,-122.0038422216,13.673
1202497712473,37.5287627454,-122.0036196822,17.184
1202497716465,37.5288645017,-122.0031841586,21.679
1202497720465,37.5291563595,-122.0026854356,25.705
1202497724466,37.5295203854,-122.0022541868,27.360
1202497728462,37.5299503768,-122.0018791806,28.137
1202497731462,37.5302256384,-122.0016639334,27.249
1202497734465,37.5303812065,-122.0013587485,26.472
1202497738461,37.5302209446,-122.0008713410,26.873
1202497741468,37.5298723414,-122.0008151822,28.594
1202497745460,37.5296663143,-122.0012705709,30.940
1202497749459,37.5299310147,-122.0019757401,37.221
1202497752469,37.5302425699,-122.0025840146,42.831
1202497756460,37.5306948572,-122.0034611804,47.764
1202497760460,37.5311747210,-122.0043893920,51.395
1202497764460,37.5316560097,-122.0053052823,53.852
1202497767468,37.5320309321,-122.0060076017,55.703
1202497771457,37.5325371988,-122.0069947380,57.430
1202497774460,37.5329131270,-122.0077527132,58.675
1202497778469,37.5334431984,-122.0087608882,59.873
1202497782462,37.5339997566,-122.0097931192,61.252
1202497786458,37.5345710669,-122.0108524237,62.469
1202497789458,37.5350076800,-122.0116570023,63.265
1202497793457,37.5355940777,-122.0127370939,63.861
1202497797456,37.5362038610,-122.0138101447,64.180
1202497800456,37.5367014106,-122.0145553795,64.281
1202497804451,37.5374196556,-122.0154660729,64.494
1202497807455,37.5380034549,-122.0160935419,65.013
1202497810455,37.5386285770,-122.0166843821,66.019
1202497814452,37.5395612310,-122.0174183012,67.543
1202497818451,37.5405290890,-122.0181418268,68.802
1202497821457,37.5412642655,-122.0186893325,69.731
1202497825450,37.5422514018,-122.0194251795,70.495
1202497829452,37.5432227802,-122.0201544887,70.709
1202497832452,37.5439541010,-122.0207031678,70.998
1202497836452,37.5449539778,-122.0214459718,71.270
1202497839455,37.5456972009,-122.0220000154,70.946
1202497842460,37.5464431900,-122.0225594234,70.453
1202497846451,37.5474217768,-122.0232918338,69.580
1202497849451,37.5481131998,-122.0238078236,68.248
1202497852451,37.5487887809,-122.0243170240,67.373
1202497856452,37.5497002287,-122.0250002327,67.099
1202497860457,37.5506307873,-122.0257016301,67.117
1202497863462,37.5513378843,-122.0262299412,67.099
1202497867451,37.5522856258,-122.0269434924,67.230
1202497871448,37.5532107361,-122.0276420399,66.953
1202497876447,37.5542940128,-122.0285544936,66.667
1202497879460,37.5549274330,-122.0291688868,67.061
1202497883458,37.5557642819,-122.0300493216,67.814
1202497887444,37.5566173917,-122.0309542315,68.671
1202497891445,37.5574780452,-122.0318810182,69.289
1202497895446,37.5583376928,-122.0328085593,69.715
1202497899442,37.5591930657,-122.0337250362,69.880
1202497902456,37.5598337782,-122.0344086640,69.866
1202497906442,37.5606886482,-122.0353264820,70.056
1202497909444,37.5613360661,-122.0360234370,70.243
1202497913441,37.5621932830,-122.0369451946,70.291
1202497916442,37.5628396113,-122.0376377071,70.416
1202497919447,37.5634860235,-122.0383300521,70.524
1202497923248,37.5643478504,-122.0392478701,70.940
1202497927252,37.5652164667,-122.0401663587,70.667
1202497931236,37.5660775393,-122.0410937321,70.709
1202497934237,37.5667275557,-122.0417926150,70.693
1202497937239,37.5673760633,-122.0424921683,70.553
1202497941240,37.5682594317,-122.0433873553,70.334
1202497945236,37.5692030660,-122.0441769302,70.263
1202497948239,37.5699234065,-122.0446999608,70.035
1202497952232,37.5709306594,-122.0453127615,70.259
1202497956235,37.5719928138,-122.0458269911,70.682
1202497960232,37.5730878252,-122.0462337647,71.106
1202497963234,37.5739226624,-122.0465190846,71.506
1202497967245,37.5750352758,-122.0469006286,71.784
1202497971232,37.5761685087,-122.0472861122,72.307
1202497974234,37.5770131528,-122.0475724379,72.293
1202497977234,37.5778517619,-122.0478601047,72.139
1202497980251,37.5786977470,-122.0481294990,71.931
1202497984232,37.5798124559,-122.0485211014,71.657
1202497988232,37.5809152625,-122.0489128714,70.954
1202497991234,37.5817256246,-122.0492380891,70.299
1202497995232,37.5827683330,-122.0497250775,69.484
1202497998235,37.5835283198,-122.0501269058,68.931
1202498002243,37.5845037215,-122.0507141417,68.467
1202498006241,37.5854580847,-122.0513666726,68.538
1202498009241,37.5861957757,-122.0518886135,69.108
1202498013229,37.5871873545,-122.0525931122,69.595
1202498017228,37.5881595710,-122.0532908216,69.623
1202498020229,37.5888911433,-122.0538089068,69.688
1202498023239,37.5896268226,-122.0543333623,69.685
1202498026240,37.5903645137,-122.0548589912,69.601
1202498030239,37.5913349700,-122.0555463909,69.370
