unixtime,latitude,longitude,speed
1202497201483,37.6083521549,-122.0678588152,80.964
1202497204496,37.6074971173,-122.0672484453,80.579
1202497208501,37.6063449413,-122.0664318806,79.890
1202497212496,37.6052298971,-122.0656424732,78.453
1202497216483,37.6041576007,-122.0648731824,76.952
1202497219490,37.6033773296,-122.0643199770,75.476
1202497223483,37.6023594316,-122.0635899974,74.395
1202497226492,37.6015980199,-122.0630456768,73.863
1202497229493,37.6008247896,-122.0624972491,73.933
1202497232493,37.6000419201,-122.0619385954,74.341
1202497236481,37.5989873933,-122.0611874096,74.926
1202497239491,37.5981904422,-122.0606202064,75.393
1202497243474,37.5971285393,-122.0598599681,76.041
1202497246491,37.5963299119,-122.0592941898,76.458
1202497250488,37.5952583698,-122.0585313531,77.318
1202497254479,37.5941610953,-122.0577443765,78.464
1202497258478,37.5930391779,-122.0569474254,79.540
1202497261494,37.5921901753,-122.0563424199,80.292
1202497265475,37.5910472194,-122.0555263581,81.214
1202497268476,37.5901822911,-122.0549071033,81.722
1202497271487,37.5893094839,-122.0542873457,81.959
1202497275488,37.5881651869,-122.0534682664,81.782
1202497279472,37.5870214767,-122.0526586587,81.762
1202497282474,37.5861611584,-122.0520442654,81.577
1202497286486,37.5850160233,-122.0512230068,81.205
1202497290473,37.5838523641,-122.0504734135,80.912
1202497294471,37.5826727793,-122.0498337069,80.452
1202497298472,37.5814743352,-122.0492890511,80.203
1202497302484,37.5802374183,-122.0488287171,80.172
1202497306471,37.5789727572,-122.0483954567,80.245
1202497309472,37.5780257701,-122.0480652937,79.827
1202497313471,37.5767991629,-122.0476336258,78.924
1202497316482,37.5758986954,-122.0473311230,78.068
1202497319488,37.5750110521,-122.0470328950,77.227
1202497323483,37.5738260191,-122.0466280493,76.400
1202497327480,37.5726260663,-122.0462093734,75.531
1202497331470,37.5714348307,-122.0457270788,74.419
1202497334479,37.5706637797,-122.0453046311,71.715
1202497337479,37.5699228198,-122.0448812613,70.045
1202497341483,37.5689998887,-122.0442015730,68.917
1202497345468,37.5681031931,-122.0434301030,68.761
1202497348470,37.5674499078,-122.0427800866,69.026
1202497351482,37.5668046691,-122.0420955368,69.657
1202497355479,37.5659319457,-122.0411687502,70.453
1202497359480,37.5650476553,-122.0402243615,71.052
1202497363468,37.5641621913,-122.0392784641,71.316
1202497366477,37.5635054695,-122.0385707802,71.351
1202497370465,37.5626322431,-122.0376318398,71.409
1202497373476,37.5619846575,-122.0369358068,71.345
1202497377477,37.5611193940,-122.0360086011,71.587
1202497381475,37.5602341815,-122.0350562496,72.260
1202497384475,37.5595562535,-122.0343322211,72.886
1202497388462,37.5586552830,-122.0333709848,73.372
1202497391464,37.5579737508,-122.0326467886,72.224
1202497394464,37.5572920508,-122.0319211675,70.161
1202497398469,37.5563769150,-122.0309394794,68.161
1202497402474,37.5554459373,-122.0299489065,66.109
1202497406664,37.5552113280,-122.0297033168,55.695
1202497409675,37.5544958490,-122.0289671345,60.938
1202497414664,37.5532163519,-122.0278587959,67.803
1202497417673,37.5524226698,-122.0272516110,70.498
1202497421674,37.5513756029,-122.0264640477,73.019
1202497425663,37.5503213275,-122.0256836928,76.095
1202497429662,37.5492386375,-122.0249131447,77.626
1202497433659,37.5481432070,-122.0241346339,78.533
1202497436660,37.5473101299,-122.0235149600,79.525
1202497439669,37.5464699283,-122.0228861499,80.241
1202497443660,37.5453416407,-122.0220387398,80.709
1202497446661,37.5444889500,-122.0214028050,80.556
1202497450671,37.5433550466,-122.0205613461,79.691
1202497454657,37.5422264238,-122.0197611261,78.194
1202497458664,37.5411845536,-122.0189832858,75.728
1202497462652,37.5401897059,-122.0182447566,73.661
1202497465664,37.5394522663,-122.0176913835,72.139
1202497468665,37.5387661240,-122.0171608931,70.652
1202497472663,37.5378304525,-122.0163061907,70.789
1202497476667,37.5369813660,-122.0153642328,70.567
1202497479667,37.5363978181,-122.0145697963,70.879
1202497483666,37.5356777291,-122.0134379884,71.250
1202497487652,37.5350277128,-122.0122557214,71.393
1202497490663,37.5345338512,-122.0113501409,71.636
1202497494657,37.5338908757,-122.0101490146,71.403
1202497498644,37.5332377580,-122.0089456252,70.905
1202497501644,37.5327524460,-122.0080488458,69.604
1202497505659,37.5321139967,-122.0068639804,67.332
1202497508666,37.5316462028,-122.0060662750,63.234
1202497512647,37.5310577935,-122.0051242332,57.774
1202497515658,37.5306454040,-122.0044940820,51.294
1202497518664,37.5302008280,-122.0040889848,43.219
1202497522662,37.5296345468,-122.0039677825,34.241
1202497526658,37.5292458781,-122.0039607417,25.960
1202497529659,37.5291312138,-122.0039377753,18.942
1202497533655,37.5290744683,-122.0039288905,14.930
1202497537650,37.5288844506,-122.0038948599,16.250
1202497541656,37.5287186566,-122.0036108812,18.626
1202497544659,37.5288507554,-122.0032632000,22.796
1202497548644,37.5291566947,-122.0027101622,27.781
1202497552653,37.5295964092,-122.0022043984,30.953
1202497556651,37.5301222058,-122.0017770053,32.176
1202497560663,37.5304093697,-122.0013283222,30.533
1202497564650,37.5304772631,-122.0007369791,30.261
1202497567660,37.5300406499,-122.0006963269,31.154
1202497571655,37.5297544918,-122.0012281585,33.347
1202497575654,37.5299291706,-122.0018891551,37.849
1202497579653,37.5302445815,-122.0025938214,45.817
1202497583651,37.5307654328,-122.0036224482,54.454
1202497586655,37.5311836896,-122.0044533459,60.945
1202497590659,37.5317949816,-122.0056536340,66.916
1202497594646,37.5324439083,-122.0069176245,71.419
1202497598666,37.5331372590,-122.0082146397,74.130
1202497602655,37.5338424283,-122.0095152592,75.525
