,N06421G
N06351L,0.024248625991645525
N06411H,0.020719424875420982
N06421A,0.021888234846788857
N06421D,0.03166171191387351
N06421E,0.01521686596901595
N06421F,0.020466224903324233
N06421G,0.0
N06431Y,0.03337999437398033
N31111S,0.01730374113663266
N31111U,0.013455263821315308
N31111W,0.051191168778879144
