,N06351L
N06351L,0.0
N06411H,0.04142643154222839
N06421A,0.0
N06421D,0.01570021740797808
N06421E,0.019249794692213645
N06421F,0.03428485291945928
N06421G,0.027187403637136343
N06431Y,0.045090083306404974
N31111S,0.015979108815701755
N31111U,0.0
N31111W,0.028969356655547212
