,N06421E
N06351L,0.0199920826471487
N06411H,0.030803786578993377
N06421A,0.0
N06421D,0.020492456004279715
N06421E,0.0
N06421F,0.018472564868069478
N06421G,0.013544101708525089
N06431Y,0.014051503744226184
N31111S,0.02162207952097101
N31111U,0.007102735400378252
N31111W,0.008603639950769699
