,N31111S
N06351L,0.02002479150584811
N06411H,0.00962524146582483
N06421A,0.0
N06421D,0.00992091519770677
N06421E,0.03444638422077325
N06421F,0.018400714034440525
N06421G,0.012893572986097617
N06431Y,0.03209218878599603
N31111S,0.0
N31111U,0.0
N31111W,0.011220337444109541
