,N06431Y
N06351L,0.030081603444452067
N06411H,0.02519175861178688
N06421A,0.0
N06421D,0.02546214569174116
N06421E,0.02237187609887297
N06421F,0.06053499195633367
N06421G,0.014810139967009894
N06431Y,0.0
N31111S,0.019129249288846604
N31111U,0.0
N31111W,0.021482823199587366
