,N06421D
N06351L,0.03610691778959223
N06411H,0.03447165205026615
N06421A,0.015031565596884455
N06421D,0.0
N06421E,0.0
N06421F,0.017230686443434867
N06421G,0.036209415256966734
N06431Y,0.02363521720048893
N31111S,0.0
N31111U,0.008631074401484806
N31111W,0.02487965041908263
