,N06421F
N06351L,0.028730669224614255
N06411H,0.018415852561525677
N06421A,0.0
N06421D,0.012443475246896632
N06421E,0.020423694119539076
N06421F,0.0
N06421G,0.012512180351492567
N06431Y,0.049031383337571254
N31111S,0.014228439714201489
N31111U,0.0
N31111W,0.028713257800729586
