,N06411H
N06351L,0.02434834274554725
N06411H,0.0
N06421A,0.008193608945600636
N06421D,0.03386716036510928
N06421E,0.01250651439157296
N06421F,0.03894913083026373
N06421G,0.036410761247997664
N06431Y,0.039911356825728134
N31111S,0.011828678705758983
N31111U,0.004559789248175268
N31111W,0.03888661998096416
