,cd
M_0038_0037,0.02773304727094247
M_0037_0038,0.08251072574353216
M_0037_0779_0039_U,0.033143788642501996
M_0191_0038,0.03170822303211704
M_0038_0191,0.05136640587164695
M_0039_0038,0.06695675130144746
M_0191_0852,0.03417698392254681
M_0852_0191,0.04646315121550305
M_0308_0011,0.03077821912370812
M_0011_0308,0.044952238341048695
M_0821_0190,0.047494511036033124
M_0323_0032,0.006671433333743555
M_0821_0159,0.0683019206200555
M_0032_0323,0.06106186042419165
M_0015_0159,0.039388296368970996
M_0108_0478_0479,0.0
