,N06431Y
N06351L,0.019367312000661153
N06411H,0.024793100879599402
N06421A,0.0
N06421D,0.023737609484998153
N06421E,0.025344410204039346
N06421F,0.06640386731478276
N06421G,0.0158367170949221
N06431Y,0.0
N31111S,0.013619445857026952
N31111U,0.0
N31111W,0.011445785673675978
