,N06421D
N06351L,0.049632690422629584
N06411H,0.02445741720130671
N06421A,0.014686851459451759
N06421D,0.0
N06421E,0.010781780672428633
N06421F,0.028930193742801133
N06421G,0.04451646104854606
N06431Y,0.028794302099990475
N31111S,0.004855567840684147
N31111U,0.011224949444295106
N31111W,0.043211857293278484
