,N06351L
N06351L,0.0
N06411H,0.04023042302009
N06421A,0.0
N06421D,0.008373865477505767
N06421E,0.022429085102000704
N06421F,0.03827857321711435
N06421G,0.03282890967832025
N06431Y,0.043435725952749575
N31111S,0.013624394404455394
N31111U,0.0
N31111W,0.03293834415877807
