,N06421E
N06351L,0.026767389759688762
N06411H,0.03054105968819941
N06421A,0.005127958035240237
N06421D,0.019845137622900397
N06421E,0.0
N06421F,0.02829840583174031
N06421G,0.014382989648698793
N06431Y,0.02745841764931264
N31111S,0.01800604707984818
N31111U,0.007248289850596743
N31111W,0.010573381570427877
