,N06411H
N06351L,0.022983175822056348
N06411H,0.0
N06421A,0.009094046284661438
N06421D,0.02248793397176734
N06421E,0.009918107506845273
N06421F,0.03786956437550193
N06421G,0.036229440726917354
N06431Y,0.046342283698981024
N31111S,0.009567172167083637
N31111U,0.0038881257209467707
N31111W,0.03149583283323964
