,N06421G
N06351L,0.03310802229701026
N06411H,0.014505780835471046
N06421A,0.016889799881581583
N06421D,0.025771522269953842
N06421E,0.01404549976986186
N06421F,0.030439217630600528
N06421G,0.0
N06431Y,0.04512916190494248
N31111S,0.016219387261243022
N31111U,0.00830909659435289
N31111W,0.036749963093613884
