,N06421B,N06431X,N06431Z,N06451L,N06451P,N06451S,N06461T,N06481L,N06481P,N06481S,N06511A,N06511B,N06521E,N06521G,N06611G,N06611J,N06621D,N06731Z,N06461E,N06611F,N06481N,N06482F,N06482K,N06482J,N06551T,N06451R
0,0.0076215202521043544,0.015022517334060416,0.012119144936968883,0.0777645270523693,0.009007658461409848,0.06531173107557504,0.024817429062042862,0.01984018890261318,0.010583974202201018,0.004962900262246084,0.03618526292721526,0.011214912283968394,0.0,0.015436449594510349,0.029765354934919247,0.04405918857956445,0.03433549502755616,0.0,0.02130246575096699,0.01680754728658968,0.0,0.03148302118935206,0.0028253880092204866,0.010902543469485612,0.01997186136599967,0.0037549891109169994
1,0.007592234153177892,0.013910249822917274,0.014580875056185313,0.07955597032311777,0.02210388232286867,0.04880930382274365,0.0246129813315988,0.05040161061307451,0.009091514128538902,0.005939237277503645,0.03677759549193503,0.01700455298274913,0.0,0.019400491631643254,0.04072066418943353,0.04124011910947688,0.07147415983909831,0.0,0.029493052547690312,0.013892733675625395,0.0,0.024777095710394575,0.0028102415602987477,0.0064726928124619705,0.014938367237256486,0.0030651861046511334
2,0.007847688688957367,0.016936271327452533,0.013814607679582008,0.07500950606132616,0.029799704399531245,0.05155381667140769,0.01933158026949993,0.03634957792408674,0.013392750639453502,0.010169603981254974,0.05412266325961668,0.014501642368087812,0.0,0.018458751513212267,0.036206290639709704,0.03752917171725275,0.06096669560458555,0.0,0.02434567623224336,0.01420222257148994,0.0,0.025681270913787815,0.0,0.02869414603432805,0.016562900242823,0.0
3,0.010212385718109026,0.022067831906471658,0.011959406413459491,0.06558706541518117,0.028135502792660163,0.05909222311528214,0.022619421081553997,0.031150553772430447,0.013935112620678881,0.008803238561912766,0.05145047782604637,0.01464705443697282,0.0,0.019613141959586786,0.028970374743980284,0.039579960521492624,0.0644010590903682,0.0,0.02081354461210185,0.012799487150094626,0.0,0.02288514949877881,0.0,0.03294552918804001,0.01405965864325217,0.0
4,0.009728607053946802,0.01940375362460862,0.01073705474461955,0.05566135274414351,0.02683069769874306,0.06316108317317029,0.021513503287562928,0.03905435797606381,0.014550321620619444,0.012082409651007158,0.04819785365978505,0.021846380585741537,0.0,0.0240318427459769,0.023316491476225533,0.03702441118096422,0.061302247948135734,0.0,0.016840810380697194,0.011608990894509593,0.0,0.022181400582976674,0.005041411429004774,0.03776081287027306,0.012787984637761157,0.0
5,0.009679523799358346,0.01873831866721888,0.011032704288010824,0.05100064208516745,0.03363168933782531,0.05769503573514646,0.025536454841190548,0.03473045184068303,0.013573476190195955,0.010942045149671602,0.04368083022878223,0.020075257443035205,0.0,0.02242836258147124,0.030376381155821162,0.033872511672508446,0.05775148831656367,0.0,0.02516698741354441,0.010058103490351395,0.0,0.026363360405125005,0.007885180772203411,0.0488786289058782,0.01275995909889212,0.0
6,0.012524228656304797,0.016772613716519467,0.011689448275859217,0.04817620013188997,0.03245792086415848,0.05192825500403958,0.029242446378861874,0.03173453099586654,0.01251422497602008,0.01099354480861363,0.043972097719240225,0.01779014577521932,0.0,0.024658686222892297,0.02941321993687747,0.03191688133937102,0.054877874568504015,0.0,0.01926647308343884,0.00969502702982337,0.0,0.026891171960185534,0.007853595592530831,0.05136945025422306,0.014873460621397746,0.0
7,0.014568105585583883,0.01629742668984292,0.010450718857831633,0.05019146534142568,0.02694347610480409,0.05355346003875078,0.0299073672304416,0.03624843181476416,0.01142775542301383,0.010231728856354483,0.04700953724885442,0.01717665810934396,0.0,0.02400484436580964,0.03269157335133539,0.03154945027506165,0.05640094680342164,0.0,0.024251424847478543,0.00962035418813431,0.0,0.027947283616392142,0.007921904601568129,0.055461662983571025,0.015153559922321454,0.0
8,0.014812091149867765,0.018140767388540348,0.00926460665609996,0.05248941993626045,0.025973530437319065,0.06419269965012317,0.030539718147739144,0.03382532157974794,0.013214180566258407,0.01026419250775132,0.04266944782607212,0.021225164889903024,0.0,0.02285652367553629,0.03382986880468445,0.031434013678022246,0.05579076573601051,0.0,0.031801011390617875,0.009187582471931612,0.0,0.02769094951275618,0.008140456925892374,0.05379003953814033,0.01685622581802115,0.0
9,0.01453721338586335,0.018815433077704228,0.007941304336792021,0.05366160892378919,0.028518962134205315,0.06312673655309263,0.031190806198243198,0.03242756505731885,0.013235981847307217,0.01002023401156496,0.046485299353559814,0.02040431036103937,0.0,0.021022562236471375,0.03152438391184686,0.03007095852951476,0.065092172077398,0.0,0.031641171639598925,0.010012391707445905,0.0,0.03020828516794246,0.008666324656397596,0.061933445938405725,0.020813245485366928,0.0
10,0.016774687045388825,0.01871123753694473,0.008290360947340347,0.05396632023810321,0.029087648051771726,0.07637317966765567,0.030328313475646993,0.030485773448923927,0.01511322039859951,0.00950384068885144,0.0511423005817439,0.01936298006536849,0.0,0.022476790048191687,0.04049328100813965,0.03021901355500683,0.06437295247374152,0.0,0.032328875847537714,0.00996409624115573,0.0,0.02991292294601983,0.0092848385903759,0.06158211335081058,0.02211714805792588,0.0
11,0.016745656293544655,0.018816577816648715,0.007208496573872305,0.05398238126882427,0.034175547112454234,0.07983895609264621,0.030757522776877586,0.029786761943061853,0.015508091379391057,0.012832964143628348,0.04881325104565877,0.019282023673051714,0.0,0.023524758284842025,0.041387548088865966,0.03095339739854764,0.06488945059998313,0.0,0.032549026874483286,0.010441907062652935,0.0,0.032330520143571864,0.009366718063732009,0.06440908940868179,0.02391027657489735,0.0
