,N06421B,N06431X,N06431Z,N06451L,N06451P,N06451S,N06461T,N06481L,N06481P,N06481S,N06511A,N06511B,N06521E,N06521G,N06611G,N06611J,N06621D,N06731Z,N06461E,N06611F,N06481N,N06482F,N06482K,N06482J,N06551T,N06451R
0,0.0,0.0,0.0,0.010882636663122825,0.0,0.005017716391033165,0.0,0.004064222132233814,0.0,0.0,0.00793889074217006,0.0,0.01550650994548125,0.0026234058921285855,0.0,0.0,0.00923302258738457,0.0,0.0,0.0,0.0034914523173117384,0.0,0.0,0.0,0.009415224120012616,0.0
1,0.0,0.0,0.004298622023972449,0.009003736785041886,0.0,0.013806421796800365,0.0,0.004048173412260412,0.0027387912511218247,0.0,0.012006909064194408,0.0,0.01749695454959241,0.0026446239506839903,0.0,0.0,0.00826391182188448,0.0,0.0,0.0,0.015025903966137899,0.0,0.0,0.0,0.008903600486961878,0.0
2,0.0,0.0,0.004108892959932607,0.00724952622418654,0.0,0.013806803677801635,0.0,0.0042602039530825146,0.0,0.0,0.011935974332990044,0.0,0.012969408008771437,0.0034162136123561124,0.0,0.00492618836084502,0.008340020387292613,0.007020469625811746,0.0,0.0,0.015339075436181598,0.0,0.0,0.0,0.008597636247406065,0.0
3,0.0,0.0,0.0,0.011863466356934287,0.0,0.016537567008940036,0.0,0.004926701366136188,0.00497732122629503,0.0,0.01148240361631998,0.0,0.010787475897662817,0.0,0.0,0.006442366009858142,0.00940016547069268,0.006937444434501949,0.0,0.0,0.011699942085035513,0.0,0.0,0.0,0.008620227844007325,0.0
4,0.0,0.0,0.0,0.010864781196827435,0.0,0.0197330155630443,0.0,0.0053385251045700265,0.006162835048828896,0.0,0.010679020092121821,0.0,0.011557317600729908,0.0,0.0,0.008581045045222878,0.011333192625216412,0.006769590568433129,0.005211230585471722,0.0,0.011916184119466124,0.005418100263778396,0.0,0.0,0.010497880968964597,0.0
5,0.0,0.0,0.0,0.016481103020231157,0.0,0.02099570129362325,0.0,0.005906350916561956,0.010871649370555432,0.0,0.01020331980243417,0.0,0.01160259492056998,0.0,0.0,0.010872380730985955,0.012765411815707265,0.012881868381027613,0.0051608166357684565,0.0,0.016075426949397176,0.005287044260617548,0.0,0.0,0.011024706122937242,0.0
6,0.0,0.0,0.0,0.016037587559174133,0.0,0.02151739807193202,0.0,0.007144801063801401,0.010662550908435098,0.0,0.009773548004685722,0.0,0.011310147605550882,0.0,0.0,0.011690566893587436,0.012714833488206265,0.01329999587323209,0.011330836440407563,0.0,0.016040471657550407,0.006293925324647679,0.0,0.0,0.011449321421876985,0.0
7,0.0,0.0,0.0,0.018692443442827656,0.0,0.02097189239325533,0.0,0.007461013416252695,0.009072749969600714,0.0,0.009939427856503879,0.0,0.014977427964600299,0.0,0.0,0.011834410569151866,0.015660092130630313,0.015752632591651675,0.011667265233862384,0.0,0.01581831778026254,0.0102294310545607,0.0,0.0,0.011716167634994142,0.0
8,0.0,0.0,0.011077464284209703,0.019103026881177522,0.0,0.02150488122349009,0.0,0.0072938874581604946,0.009229626747828073,0.0,0.010361212827093633,0.0,0.015265219700384072,0.0,0.0,0.012371974452787206,0.01815361575044455,0.015481800577346395,0.012162081809404753,0.0,0.016582348604910598,0.010637179370212317,0.0,0.0,0.011808362753470735,0.0
9,0.0,0.0,0.010722872937769088,0.01932996732304155,0.0,0.021877854354809795,0.0,0.009443848490365619,0.008924847052655142,0.0,0.010517527989316546,0.0,0.015073235047994911,0.009148236902306067,0.0,0.011619131782776916,0.01760819434710338,0.01618177989765339,0.014360131457870472,0.0,0.017091841086811582,0.011132801765532467,0.0,0.0,0.011955174514542944,0.0
10,0.0,0.0,0.011654152019692138,0.019826378570378934,0.0,0.023320241576593702,0.0,0.009364630170895732,0.009501962583244341,0.0,0.013623478909475416,0.0,0.017981224179732858,0.009847309998827642,0.0,0.011914949854435858,0.018080075816504303,0.015902313072953676,0.01495859247775987,0.0,0.017169448080371096,0.011281330835260504,0.0,0.0,0.012448164908514098,0.0
11,0.0,0.0,0.011587789345445387,0.02139312357582476,0.0,0.024750625650560996,0.0,0.011301449641969453,0.00950999244774727,0.0,0.013622825818109599,0.0,0.017658280432762734,0.009140992045641977,0.0,0.01848970063387562,0.018684242111724064,0.01543287399406472,0.015217812169522825,0.0,0.018207875014022705,0.011594405855029185,0.0,0.0,0.012149475715395467,0.0
