,N06421B,N06431X,N06431Z,N06451L,N06451P,N06451S,N06461T,N06481L,N06481P,N06481S,N06511A,N06511B,N06521E,N06521G,N06611G,N06611J,N06621D,N06731Z,N06461E,N06611F,N06481N,N06482F,N06482K,N06482J,N06551T,N06451R
0,0.019292454818631642,0.027821081257605348,0.011228517939791679,0.04286959007447548,0.023974944968970176,0.044306314583860494,0.022373017609270546,0.012828461718224432,0.021114940284319886,0.012882720138188688,0.0,0.016671856575491674,0.036867010532008505,0.01129936657891453,0.025848564752392833,0.04305089430341375,0.03864800482567157,0.0,0.03196122590286071,0.00904945924561021,0.0,0.01898143806001253,0.0,0.05254776917986277,0.013090796920541936,0.009501259053043248
1,0.01538188345890504,0.022105088631490532,0.009089193164333206,0.038786579076113964,0.028724709525022735,0.03820969470772125,0.026313880506658668,0.05734026410150409,0.019862683809922108,0.01195317579170317,0.0,0.040462016620333725,0.03545867642315589,0.010587591545262247,0.026556533419199713,0.0640846648405351,0.036099435325807984,0.0,0.02852702692161739,0.007883865895525352,0.0,0.014469186946214085,0.0,0.032674615041435935,0.011352812750676709,0.008397480451879628
2,0.012571026502992588,0.022665439706157562,0.016372443622084613,0.03508382207595203,0.023139652377662655,0.03425784745411137,0.023746706740244664,0.041704108397841375,0.018711569650211448,0.011767281134968026,0.0,0.03690005181483994,0.021705043643229203,0.009783022637195585,0.0255972997992601,0.05451863345888279,0.03246447921295992,0.0,0.03086954601948184,0.009473524774882044,0.0,0.010556609604713933,0.0,0.06674120067315732,0.007677894098549422,0.012298218950005744
3,0.012783770076282336,0.02338625646888623,0.013547806614411533,0.03222639091155673,0.020589577101181134,0.03458070639597128,0.01816447261526111,0.03332478468474145,0.016909763184188558,0.010502888272602172,0.0,0.03499432842541158,0.014928809603098317,0.015592083603617402,0.020176902174628284,0.05266592279708193,0.03516323384671684,0.0,0.02720322795641421,0.007587520185561517,0.0,0.016914754208149668,0.0,0.04281226268749558,0.011693401706619599,0.0146484933187233
4,0.011403418586574187,0.017905850644968375,0.01230873628188547,0.025707013666510552,0.020100334747588888,0.0322574489711108,0.015475115982634579,0.039148637177640506,0.016913068310898973,0.012112187572907763,0.0,0.03866055770150951,0.01038317478977844,0.017351744657549774,0.01846314717539336,0.04978741124156294,0.03200020182822394,0.0,0.030348777543004885,0.0064096455353629045,0.0,0.01837292738401345,0.0,0.05402160503280557,0.010260324494866987,0.015309633839939617
5,0.011560549758503388,0.018039606251231605,0.011501105115844528,0.02300138551997473,0.018788198128931306,0.028878512760234364,0.01581491187094697,0.03280310355498783,0.014966263587095806,0.01116219476289348,0.0,0.03558052667525539,0.01735914743213685,0.019719514377351293,0.01817700937164232,0.051748197709398244,0.030609542929391886,0.0,0.045158413644009424,0.009309133049272927,0.0,0.021742344712683985,0.0,0.05143887805430544,0.010367181525790733,0.015535376863102315
6,0.013623760767608614,0.017694125721042408,0.012330663399064959,0.03199043372484854,0.01847709551690215,0.02855529593004544,0.02103279862211427,0.03383223911090046,0.014867194360487359,0.0121693182391948,0.0,0.040076205528213546,0.012645843539175737,0.021281698794706053,0.01744216218558746,0.050855970704869476,0.02649206682608836,0.0,0.042295795310789336,0.009228216603480966,0.010987073004395295,0.023575425050518385,0.0,0.05563793063431273,0.014058302207039255,0.01955439733267566
7,0.016921807761168084,0.01878059234952352,0.011481214621909923,0.03233980562215055,0.01555879966015581,0.02945696749265817,0.02135086465417216,0.047857964989588546,0.015048703236523455,0.011613381473126213,0.0,0.04507522110089172,0.010669838058880315,0.021292929794744085,0.01847249391232368,0.053273063849758974,0.02373738792971607,0.0,0.041759856355939824,0.008887944676335366,0.010556851706436167,0.02540422051808617,0.0,0.054907391778028676,0.01477533550021082,0.020442392517186922
8,0.016460299981891448,0.01875922205127885,0.013360647889252654,0.03949407375176617,0.016903632930955977,0.03508926529692373,0.021964273459245447,0.04334710902561152,0.015116258382252518,0.010951375879514226,0.0,0.04426983389009346,0.009522782781343584,0.020894801163406338,0.024866933196262958,0.0523125042935829,0.02393831075779053,0.0,0.04438560421554944,0.008686834268345765,0.012000391851700412,0.025102506474069156,0.0,0.05114453949806276,0.014376187332062236,0.021587067063331494
9,0.01737878635901453,0.01935819196025725,0.011795794705763665,0.03927552507887953,0.01600532381779967,0.033530711203672375,0.023100069949750043,0.04450947547498006,0.014580710634949406,0.010953955412634603,0.0,0.04479484454478171,0.011034092879077013,0.01906197204206988,0.024927336934779436,0.04986797023020269,0.022667342435808494,0.0,0.049442312577625026,0.008671611125226408,0.014303439406210447,0.026171265526064292,0.0,0.05150037327234001,0.014110503544721905,0.023117308216446385
10,0.02172503397398916,0.0193444774005043,0.011684784147905226,0.03963229855984126,0.017932614824840022,0.036485201748409093,0.021827004955950316,0.04401654395229367,0.01774741871040185,0.010400738173946234,0.0,0.04469075104118611,0.016266627539074985,0.019566569820447955,0.02541809616442001,0.04995356148505866,0.026154627212772903,0.0,0.0514344832021029,0.008709845489518775,0.014658149899492252,0.025731376979434003,0.0,0.0580966974741498,0.01749738774835047,0.02243058880160889
11,0.022049001684043282,0.019632584664126217,0.01092933096075283,0.041758485644890604,0.018118067945180838,0.03547545510816569,0.02187761889498751,0.041574667460547936,0.017265145225594625,0.011379062396547306,0.0,0.043440420651803625,0.014592776499116873,0.019797845388365817,0.022988644925224934,0.04893826086341481,0.02890110485568904,0.0,0.05271711027778739,0.012203408507930337,0.017025017319967643,0.02874936224693717,0.0,0.058612637071148846,0.019221340161443584,0.02238071792699085
