,N06431Y
N06351L,0.029054519415590792
N06411H,0.03037090460523487
N06421A,0.0
N06421D,0.03165931540997325
N06421E,0.022308181433288436
N06421F,0.06016474348666481
N06421G,0.017355838377301078
N06431Y,0.0
N31111S,0.01903482752937373
N31111U,0.0
N31111W,0.021172792774035182
