,N31111W
N06351L,0.017636400328112447
N06411H,0.01876094878497118
N06421A,0.02263628390806733
N06421D,0.036247978661141
N06421E,0.0
N06421F,0.012948299238035824
N06421G,0.03037467617553524
N06431Y,0.016809686215709066
N31111S,0.01363209829100432
N31111U,0.013333763379043804
N31111W,0.0
