,N06421G
N06351L,0.019266309237474074
N06411H,0.01697355619242725
N06421A,0.019710641400453754
N06421D,0.032512495750721446
N06421E,0.01721665544271842
N06421F,0.017811126905621647
N06421G,0.0
N06431Y,0.028479227188944228
N31111S,0.01917531320602552
N31111U,0.012201150724094447
N31111W,0.04402655449268669
