,N31111U
N06351L,0.00627989220193431
N06411H,0.009486244552472834
N06421A,0.017253735785348497
N06421D,0.02064601212120282
N06421E,0.0
N06421F,0.0
N06421G,0.02082112982961967
N06431Y,0.0
N31111S,0.0
N31111U,0.0
N31111W,0.00908833621429675
