,N06421F
N06351L,0.0285689493279142
N06411H,0.02278251494402535
N06421A,0.0
N06421D,0.020693050207011877
N06421E,0.02006102992215741
N06421F,0.0
N06421G,0.013583809794409851
N06431Y,0.05373347294979345
N31111S,0.0156404074776197
N31111U,0.0
N31111W,0.03070463593721289
