,N06421D
N06351L,0.043995241158778925
N06411H,0.036545104913832845
N06421A,0.015406655087058567
N06421D,0.0
N06421E,0.0
N06421F,0.0262105042350845
N06421G,0.04167151200473052
N06431Y,0.025056956784801167
N31111S,0.0
N31111U,0.017627442337742025
N31111W,0.024988305604811994
