,N06421E
N06351L,0.017100339662316652
N06411H,0.028860273119372407
N06421A,0.0
N06421D,0.02140909315673126
N06421E,0.0
N06421F,0.014836565233726206
N06421G,0.01100617624694533
N06431Y,0.011774368532633283
N31111S,0.02566500177358431
N31111U,0.009186930453278204
N31111W,0.008454720856865546
