,N06351L
N06351L,0.0
N06411H,0.040468954806225144
N06421A,0.0
N06421D,0.022689316024390678
N06421E,0.018968284918843094
N06421F,0.042476793855782444
N06421G,0.026742630021951742
N06431Y,0.04854571570481919
N31111S,0.017806312306681813
N31111U,0.0
N31111W,0.029522925073695402
