,M_0038_0191,M_0191_0038,M_0039_0038,M_0037_0038,M_0038_0037,M_0108_0478_0479,M_0032_0323,M_0323_0032,M_0015_0159,M_0821_0159,M_0821_0190,M_0011_0308,M_0308_0011,M_0852_0191,M_0191_0852,M_0037_0779_0039_U
0,0.2387643725358362,0.09891769597925373,0.0556297613553559,0.0,0.06116390921310667,0.02966586061763516,0.05283288880530342,0.005214975906526785,0.10627038571058199,0.2464719835789575,0.07689864567140685,0.07915721276480991,0.09287830066770471,0.1251166690248857,0.07274295391473913,0.09242044693918516
1,0.12722692364381558,0.029070758482526986,0.016818297966925813,0.0,0.05828885807386459,0.007807261514085768,0.05674685916122622,0.004632135019663392,0.05846048365661645,0.10942610297699092,0.029836400570552663,0.02930902828879862,0.050995200419658444,0.07880608051608275,0.043918583451756435,0.06491669711090109
2,0.10539735916124396,0.012874315184417704,0.010266886048501721,0.0,0.04291376315581273,0.0013809562317226216,0.05176602981403922,0.006647180440336854,0.04132868792512234,0.08482143708217854,0.024452724184757708,0.019105178836626876,0.033740719809688374,0.08057954881839123,0.02436110461121112,0.04863808532984188
3,0.09116067690754047,0.009991071291341405,0.008721444187511834,0.0,0.03867272228402606,0.010079826887200072,0.06353374224892773,0.011696312246742028,0.03444146838769997,0.07433123951980032,0.020597779506635647,0.01731199047737618,0.03922158080618385,0.07568017254432641,0.014776406210564584,0.03710680027600374
4,0.06940997527035384,0.016238281248390718,0.013880970353608345,0.0,0.031075649334726993,0.010896693906674543,0.0631588489446885,0.012281253001400956,0.026106750019837654,0.06803206588457456,0.027322839566648417,0.019071969237199657,0.029312056609630543,0.06519561538590375,0.013469463655930556,0.029997544882581904
5,0.06912138822875731,0.02981505366262611,0.016299981062964045,0.0,0.0415914993724779,0.017619844733419713,0.06171937124081391,0.011993657343875126,0.031831091124311255,0.06915634827696607,0.029565951555523724,0.019949966573555418,0.03197597358876689,0.07229940393046827,0.027220101109043826,0.03352033598809901
6,0.06413576239563142,0.03360978079964703,0.02167479188117071,0.0,0.03907285357487905,0.01950317665314762,0.06563328820529844,0.011289138780543403,0.033324854065736216,0.08188293339112072,0.032201378280131046,0.021745996568296788,0.026099072416639363,0.06270690213136527,0.0287550168718777,0.03177016304486138
7,0.06401503591712149,0.036678196017923576,0.024625993537183852,0.0,0.04239977996882942,0.017830662943086533,0.06084308266133422,0.009161767627608458,0.03384983424238432,0.0815082325111154,0.04345833609077553,0.022656825970402736,0.027438749731083685,0.0792627543086434,0.040830129743706416,0.03578206242945095
8,0.071603505951225,0.03792004165025815,0.02684453758318894,0.0,0.04424151960606245,0.019954557356895712,0.06241009077696112,0.00894709855708116,0.040581870887474926,0.08544266125976877,0.04380760699318874,0.02523679845064149,0.02770488034200972,0.08004863315822378,0.04172985776903922,0.03792166776074465
9,0.07113045033476414,0.04041602553254509,0.03077347315714221,0.0,0.04521084945985671,0.020534556187878725,0.06246813675802391,0.009230182423488728,0.04108149903793958,0.09204455800267444,0.047864062998756694,0.026314583817084868,0.03157378720552746,0.09263674838232666,0.043365807673711565,0.03851304555323001
10,0.07277046094171088,0.039834316473331306,0.029533094832150903,0.0,0.04508406355762692,0.021585965442596347,0.058268592645113804,0.009020506322689149,0.04446330546675361,0.08675176128811127,0.047710929146788025,0.02607439766599811,0.031243593215037682,0.09005843849421759,0.04390297622755194,0.04421963446140996
11,0.07249977337537927,0.045551894018911555,0.03061471956343752,0.0,0.04335010510286405,0.023064897378593328,0.05878119493638432,0.00905563511865596,0.04514990846273187,0.09159610834324959,0.05061659996768664,0.02770457799200083,0.030556384833161976,0.08934383059819839,0.04570761057255246,0.04480934807520047
