,M_0038_0191,M_0191_0038,M_0039_0038,M_0037_0038,M_0038_0037,M_0108_0478_0479,M_0032_0323,M_0323_0032,M_0015_0159,M_0821_0159,M_0821_0190,M_0011_0308,M_0308_0011,M_0852_0191,M_0191_0852,M_0037_0779_0039_U
0,0.790988013429968,0.8919959195291023,0.8100209143206868,0.0,0.8566407228265684,0.8493349413454455,0.8983031988555611,0.9004952023526659,0.8330665852527975,0.9453909102861112,0.8503936354220629,0.8593968882026366,0.4302416022658604,0.8508441984897843,0.8324069540011678,0.8534645919004671
1,0.7916331774984855,0.8942573787639165,0.8086978970366958,0.0,0.8584708293879776,0.8510941274432335,0.9013083542251697,0.9035925141807887,0.8357858644227448,0.9472393235176079,0.8523346247394717,0.8597311128097122,0.4299049006431667,0.854074108186164,0.835794263729182,0.8574460128568194
2,0.7922964019474272,0.8975133005858142,0.8134520044511465,0.0,0.8607176895289045,0.8531494071209484,0.9044646571050142,0.9057181825987087,0.8372326185703284,0.9495205654385268,0.8548697772196298,0.8613784602601042,0.43387670237652987,0.8567675297786184,0.8377447460442774,0.8606245100822052
3,0.7941237893657401,0.8995136653057487,0.8138898449973585,0.0,0.8623744612850702,0.8556831314239124,0.9073659001196892,0.9086104780521946,0.8384614732490807,0.9527849862813454,0.8578497931213949,0.8657179942587007,0.4352366253252882,0.8595827037239263,0.8399373829536774,0.8628399101181058
4,0.7954870946389294,0.9026412084611395,0.8136827127327864,0.0,0.8639590943519087,0.8572758828512343,0.9098854767890272,0.9113671593025197,0.8408608204919649,0.9536628132513849,0.8598121645245954,0.8659704948655251,0.43271910239135336,0.8621786415646325,0.8429134394068456,0.8629410307153785
5,0.7958168809599819,0.9044507866474398,0.8180540682253398,0.0,0.8661532970299041,0.8596044804863776,0.9129377422217162,0.9140570816488272,0.8440966393192927,0.9558052755443924,0.8612066793567562,0.869638648618598,0.4338887667627896,0.8648631169113359,0.8451781418343733,0.8639619243769258
6,0.7996641530402206,0.9049075183572758,0.8190187384619387,0.0,0.8674281189936316,0.8618215341148333,0.9158199638161701,0.9170846648369257,0.8465972989878741,0.9582675402611366,0.8626759892194545,0.8718618622997377,0.4356873991807981,0.867821879723562,0.8445068380984625,0.8685477639073478
7,0.8030210090377474,0.9065297155922557,0.8198652056073338,0.0,0.8689845336325439,0.8639296492006445,0.9183419822298172,0.9197386411491346,0.8480438038553061,0.9602552245541557,0.8642431247709869,0.872296161916171,0.4376357474439827,0.8693558279295625,0.8470340145828029,0.8704975755343317
8,0.8044863583015898,0.9089492788986454,0.8250468915323361,0.0,0.8710031666003408,0.8662358953562408,0.9216599577354706,0.9223950329512468,0.8498900056384769,0.9624358583740346,0.8667978979063309,0.8731548959683202,0.4386214248037933,0.8709174276179766,0.8486227674860535,0.872633650945305
9,0.8052228396509286,0.9121847028521963,0.826978034215263,0.0,0.8744587555155752,0.8683596050451036,0.9244814107081671,0.9254224694981026,0.8507772110011314,0.9643298055382131,0.8709856777132736,0.8764480838559519,0.4390408577817389,0.8733029041188796,0.8523088909004276,0.875211046353678
10,0.8064622348314125,0.914548040857403,0.8319398710521092,0.0,0.8748070870523399,0.869787378096021,0.9272674839215147,0.9281450714076956,0.8522865816718209,0.9664780528294676,0.8714038297969011,0.8782652609672217,0.4353658228523756,0.8765361416768843,0.8525253661274571,0.8751663863051279
11,0.8083182054850577,0.916747551633839,0.8307846648068482,0.0,0.8767392344390403,0.8713830688443195,0.9327119578320555,0.9307396717846363,0.8549508207852531,0.9686913206099761,0.8744878692478738,0.8820277966071595,0.43343899187277246,0.8822114593995278,0.8547165288391663,0.8780246428710606
12,0.8122724853467028,0.9201302692009836,0.8332679657828915,0.0,0.8786704312341115,0.8732608695685463,0.9333646280148349,0.9332149677602039,0.8578066660796506,0.972335436073955,0.8772553108093544,0.8842502282147436,0.43590160999856736,0.8841137172690262,0.857796828002544,0.8805423617177525
13,0.8088816248209814,0.9173381169937771,0.8302672240159469,0.0,0.877419630654887,0.8713712747989524,0.9294339023785209,0.9311243832695572,0.8556233695967438,0.9699375950787561,0.8721277557650106,0.8802327785630246,0.4356618193022337,0.8802292975741476,0.8548262082584888,0.8777472340278862
14,0.8046535391534508,0.9151606835646372,0.8290278620616903,0.0,0.8736621044427416,0.8696102468245113,0.9279173526949953,0.9291431171142569,0.8535755749515646,0.9666028101690328,0.8725198432017193,0.8778960795293929,0.4367810423023637,0.8773784359517794,0.8556682623337865,0.8749058737986218
15,0.8038329705135138,0.9164858565154216,0.8280350613284487,0.0,0.8718963444010388,0.867392097950777,0.9252916526927981,0.9268304503361801,0.8505961520182045,0.9647080632891142,0.8708998175791004,0.8751217443300995,0.4327976556177222,0.8766754956686398,0.8536142511308124,0.875151303958142
16,0.8023366949292084,0.9114419187322393,0.8239095038955233,0.0,0.8690966463523664,0.8658485661936386,0.9230928889814025,0.9246583134228912,0.8493411838464788,0.9623049171184084,0.8659400355595904,0.8723781581594109,0.4312695722349758,0.8755289737798069,0.8505301836647494,0.870438249426705
17,0.7990949140987963,0.9085734933986811,0.8218980694142237,0.0,0.8674643627660121,0.8642968953566603,0.9210160342231282,0.9228231945094416,0.8474014042116155,0.9600220249346011,0.8640635616852784,0.8698300989242123,0.4291083161295994,0.8759391427881698,0.8502490971608003,0.8702012063720174
18,0.7981981665813285,0.9068875739277661,0.8207508351661786,0.0,0.8658209622661662,0.8627800441552853,0.9184369692973423,0.9205661317241481,0.8457503873719306,0.9581741734510703,0.8619674498943488,0.8682987297344664,0.4297748570999048,0.8714954805658361,0.8471242699231736,0.8673700248741619
