,N29141A
N06691U,0.0248825132378898
N06731X,0.03888646391077706
N06731Y,0.026158606910130416
N26151X,0.01991338444883851
N29121G,0.0871011680186383
N29131B,0.062231481949488486
N29131C,0.02775324400293844
N29141A,0.0
N29142H,0.04692831637350318
N29131F,0.007342352084010981
