,N06691U
N06691U,0.0
N06731X,0.015999145855126764
N06731Y,0.09038050879369461
N26151X,0.03038768437195598
N29121G,0.026511099031210475
N29131B,0.0426391424819326
N29131C,0.023299768610562602
N29141A,0.024734582623481195
N29142H,0.0780259839973301
N29131F,0.02334899568542352
